town,ward,precinct,office,district,party,candidate,votes
Harwich,-,3,President,,Republican,McCain and Palin,932
Ashburnham,-,1,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Stephen M. Brewer,2554
Gardner,1,C,State House,2nd Worcester,,Blank Votes,14
Wareham,-,2,President,,Democratic,Obama and Biden,1081
Tewksbury,-,3,State Senate,2nd Essex and Middlesex,,Total Votes Cast,2244
Palmer,-,3,U.S. Senate,,Republican,Jeffrey K. Beatty,363
Brookline,-,12,U.S. Senate,,Libertarian,Robert J. Underwood,33
Adams,-,3,President,,Unenrolled,Nader and Gonzalez,12
Fairhaven,-,5,U.S. House,4th,Unenrolled,Susan Allen,76
Palmer,-,3,U.S. Senate,,Democratic,John F. Kerry,791
Worcester,3,3,President,,,Total Votes Cast,1068
Harwich,-,4,President,,Democratic,Obama and Biden,1077
Quincy,5,3,U.S. House,10th,,Blank Votes,238
Attleboro,4,A,State House,2nd Bristol,,Blank Votes,68
Boston,18,4,U.S. Senate,,,Total Votes Cast,1052
Woburn,2,2,U.S. House,7th,,Blank Votes,60
Salem,4,2,U.S. Senate,,Libertarian,Robert J. Underwood,30
TOTALS,,,U.S. Senate,,,All Others,2516
Quincy,4,1,President,,,All Others,2
Savoy,-,1,President,,Constitution Party,Baldwin and Castle,2
Fall River,6,B,President,,,Total Votes Cast,913
Lanesborough,-,1,State Senate,"Berkshire, Hampshire and Franklin",,Blank Votes,300
W. Springfield,-,7,U.S. House,1st,,Total Votes Cast,2223
Freetown,-,1,President,,Libertarian,Barr and Root,13
Auburn,-,1,State House,7th Worcester,,Blank Votes,115
Auburn,-,5,U.S. House,3rd,,All Others,12
Peabody,4,3,President,,Libertarian,Barr and Root,7
Quincy,4,2,President,,Green-Rainbow,McKinney and Clemente,1
Methuen,-,10,U.S. Senate,,Libertarian,Robert J. Underwood,55
Gloucester,5,1,U.S. House,6th,,Total Votes Cast,1740
Boston,20,5,State Senate,Suffolk and Norfolk,Democratic,Marian Walsh,765
Arlington,-,19,State House,23rd Middlesex,,Blank Votes,273
Aquinnah,-,1,State House,"Barnstable, Dukes and Nantucket",Democratic,Daniel James Larkosh,113
Hingham,-,5,Governor's Council,4th,,Blank Votes,749
Warwick,-,1,President,,,All Others,0
Boston,4,4,U.S. House,8th,Democratic,Michael E. Capuano,1085
Lee,-,4,President,,,All Others,1
Milton,-,2,President,,,All Others,6
Danvers,-,1,U.S. Senate,,Republican,Jeffrey K. Beatty,528
Grafton,-,2,State Senate,2nd Worcester,,Blank Votes,191
Boston,18,11,Governor's Council,2nd,,Total Votes Cast,852
Rehoboth,-,1,State Senate,Bristol and Norfolk,,Total Votes Cast,2056
Brewster,-,1,President,,,Total Votes Cast,2231
Tyngsborough,-,4,U.S. Senate,,,Total Votes Cast,1782
Brookline,-,7,President,,Democratic,Obama and Biden,1451
Franklin,-,6,President,,Democratic,Obama and Biden,1092
Boston,9,2,State House,9th Suffolk,,All Others,17
Wilmington,-,5,State Senate,1st Essex and Middlesex,,Total Votes Cast,2144
Chicopee,6,BW,Governor's Council,8th,,All Others,0
Newton,7,1,Governor's Council,3rd,,Blank Votes,529
Boston,11,10,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",648
Billerica,-,8,President,,Constitution Party,Baldwin and Castle,4
Holliston,-,2,State House,8th Middlesex,Republican,Dan Haley,906
Winchendon,-,1,U.S. Senate,,Libertarian,Robert J. Underwood,65
Lynn,4,1,U.S. House,6th,Republican,"Richard A. Baker, Jr.",52
Weymouth,-,7,State Senate,Plymouth and Norfolk,,All Others,18
Quincy,2,1,President,,Unenrolled,Nader and Gonzalez,16
Dracut,-,6,U.S. Senate,,Republican,Jeffrey K. Beatty,545
E. Bridgewater,-,1,State House,7th Plymouth,,Blank Votes,429
Holland,-,1,State Senate,"Worcester, Hampden, Hampshire and Franklin",,Total Votes Cast,1341
Tyngsborough,-,1,U.S. Senate,,,All Others,5
Leominster,5,C,U.S. Senate,,,Blank Votes,34
W. Boylston,-,2,President,,Democratic,Obama and Biden,1032
Boston,18,13,State Senate,Suffolk and Norfolk,Democratic,Marian Walsh,417
Revere,6,2,State Senate,"Middlesex, Suffolk and Essex",,All Others,7
Newton,6,3,U.S. Senate,,,Blank Votes,37
Newburyport,3,1,President,,,Blank Votes,14
Boston,19,8,President,,,No Preference,0
Maynard,-,4,State House,3rd Middlesex,,Total Votes Cast,1374
TOTALS,,,State House,10th Bristol,,All Others,150
Rockland,-,5,U.S. House,10th,,Total Votes Cast,1530
Boston,6,4,President,,,All Others,6
Cambridge,9,2,U.S. Senate,,,All Others,1
Cambridge,9,1,President,,Constitution Party,Baldwin and Castle,0
Dartmouth,-,4,State House,9th Bristol,,All Others,20
Fall River,5,B,U.S. House,3rd,,Total Votes Cast,685
Dracut,-,1,President,,Unenrolled,Nader and Gonzalez,21
Chicopee,6,AS,U.S. House,2nd,,Blank Votes,162
Arlington,-,5,State House,23rd Middlesex,,Blank Votes,239
Wellfleet,-,1,State House,4th Barnstable,,Blank Votes,96
Needham,-,E,U.S. House,9th,,All Others,29
Oakham,-,1,President,,,All Others,5
Douglas,-,2,State House,8th Worcester,,Total Votes Cast,2251
Tewksbury,-,4A,U.S. Senate,,,Blank Votes,52
Southborough,-,3,State Senate,Middlesex and Worcester,Democratic,James B. Eldridge,794
Montague,-,2,U.S. Senate,,Libertarian,Robert J. Underwood,43
Dracut,-,2,U.S. Senate,,Republican,Jeffrey K. Beatty,560
Quincy,1,3,Governor's Council,4th,,Blank Votes,293
TOTALS,,,State Senate,2nd Worcester,,All Others,121
Lawrence,B,1,President,,,Blank Votes,9
Cummington,-,1,Governor's Council,8th,,Blank Votes,66
Westford,-,6,President,,,Blank Votes,3
Uxbridge,-,3,U.S. Senate,,Libertarian,Robert J. Underwood,67
Springfield,6,D,Governor's Council,8th,,All Others,2
Brookline,-,1,State House,18th Suffolk,,All Others,4
Springfield,5,E,President,,,Blank Votes,2
Boston,18,11,President,,,No Preference,0
Ware,-,A,President,,,All Others,9
Great Barrington,-,C,President,,,Blank Votes,2
Dracut,-,4,President,,Democratic,Obama and Biden,832
Watertown,-,3,President,,,No Preference,0
Somerville,7,2,State Senate,2nd Middlesex,,Blank Votes,342
Cambridge,10,2,State Senate,"Middlesex, Suffolk and Essex",Democratic,Anthony D. Galluccio,1450
Blandford,-,1,U.S. Senate,,,All Others,0
Woburn,5,1,President,,,No Preference,0
Boston,14,12,State House,6th Suffolk,,Total Votes Cast,463
Lawrence,E,1,State House,17th Essex,,Total Votes Cast,1207
N. Attleborough,-,5,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Sara Orozco,414
Northampton,2,B,U.S. House,2nd,Democratic,Richard E. Neal,716
Fall River,1,A,Governor's Council,1st,,Total Votes Cast,1314
Orange,-,2,State Senate,"Worcester, Hampden, Hampshire and Franklin",,Total Votes Cast,1700
Boston,20,10,President,,,All Others,7
Norton,-,4,President,,,No Preference,0
Acton,-,2,President,,,Blank Votes,8
Tyngsborough,-,2,State House,36th Middlesex,,Blank Votes,418
Boston,22,10,U.S. House,8th,,Blank Votes,236
Marblehead,-,2,Governor's Council,5th,,Blank Votes,511
Marlborough,6,1,State Senate,Middlesex and Worcester,,All Others,1
Waltham,8,2,U.S. Senate,,Democratic,John F. Kerry,952
Andover,-,5,President,,Democratic,Obama and Biden,1075
Pepperell,-,3,President,,Libertarian,Barr and Root,12
Somerville,5,1,U.S. Senate,,Libertarian,Robert J. Underwood,53
Gardner,3,A,President,,Democratic,Obama and Biden,412
Andover,-,3,Governor's Council,5th,,All Others,16
Boston,13,10,President,,,No Preference,0
Billerica,-,9,State House,22nd Middlesex,Republican,Anthony Lucacio,559
Revere,6,1,U.S. House,7th,,Blank Votes,141
Needham,-,F,State Senate,"Norfolk, Bristol and Middlesex",,Blank Votes,112
Malden,2,1,U.S. House,7th,,All Others,3
Quincy,4,4,State Senate,Norfolk and Plymouth,,All Others,10
Upton,-,1,President,,,All Others,24
Framingham,-,16,President,,,All Others,1
Watertown,-,8,U.S. House,7th,,Total Votes Cast,1526
Rockland,-,3,State House,5th Plymouth,,Blank Votes,267
Quincy,3,4,President,,Unenrolled,Nader and Gonzalez,23
Lawrence,F,4,President,,,Blank Votes,4
Milton,-,10,President,,Libertarian,Barr and Root,5
Reading,-,4,Governor's Council,6th,,All Others,2
Westwood,-,2,U.S. House,9th,,Total Votes Cast,2243
Newton,1,2,U.S. House,4th,,Total Votes Cast,1414
Falmouth,-,9,President,,,Total Votes Cast,2020
Worthington,-,1,President,,,No Preference,0
Worcester,9,1,State House,13th Worcester,Democratic,Robert P. Spellane,695
Concord,-,5,Governor's Council,3rd,,All Others,3
Sutton,-,3,President,,Green-Rainbow,McKinney and Clemente,9
Norwood,-,4,President,,,Total Votes Cast,1936
Lunenburg,-,D,U.S. House,1st,,Total Votes Cast,1406
Lowell,1,1,President,,Unenrolled,Nader and Gonzalez,9
Chicopee,4,C,State House,6th Hampden,,All Others,15
Fairhaven,-,4,State Senate,2nd Bristol and Plymouth,,All Others,13
Springfield,4,D,President,,,Total Votes Cast,647
Needham,-,I,U.S. Senate,,,All Others,2
Swansea,-,1,State House,4th Bristol,,Total Votes Cast,1833
Springfield,4,H,President,,,Total Votes Cast,753
Hamilton,-,3,U.S. House,6th,,Total Votes Cast,1225
Lawrence,E,3,State Senate,2nd Essex and Middlesex,Democratic,Susan C. Tucker,577
Boston,2,2,President,,Constitution Party,Baldwin and Castle,0
Quincy,5,4,Governor's Council,4th,,All Others,15
Weymouth,-,5,State Senate,Plymouth and Norfolk,,Total Votes Cast,1321
Boston,8,1,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",356
Middleborough,-,4,President,,,No Preference,0
Clarksburg,-,1,U.S. House,1st,,Blank Votes,31
Melrose,6,1,President,,,Blank Votes,8
Boston,12,7,Governor's Council,4th,,All Others,18
Somerset,-,1,State House,5th Bristol,,All Others,0
Medford,8,2,U.S. Senate,,Democratic,John F. Kerry,1086
Great Barrington,-,A,U.S. Senate,,Democratic,John F. Kerry,786
W. Boylston,-,1,President,,Democratic,Obama and Biden,987
Springfield,5,F,State Senate,1st Hampden and Hampshire,,All Others,9
Rochester,-,1,President,,Green-Rainbow,McKinney and Clemente,5
Worcester,5,5,President,,,All Others,16
Boston,17,8,State Senate,1st Suffolk,Democratic,Jack Hart,405
Springfield,4,A,Governor's Council,8th,Democratic,Thomas T. Merrigan,465
Boston,14,11,U.S. Senate,,,All Others,0
Clinton,-,3,State Senate,1st Worcester,,All Others,20
Great Barrington,-,C,State Senate,"Berkshire, Hampshire and Franklin",,All Others,5
Hingham,-,2,State House,3rd Plymouth,,Blank Votes,484
Boston,6,3,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",696
Holbrook,-,1,Governor's Council,4th,,Blank Votes,376
Milford,-,3,State House,10th Worcester,,Blank Votes,335
Brockton,1,C,State House,11th Plymouth,,Blank Votes,289
Saugus,-,4,Governor's Council,5th,Democratic,Mary-Ellen Manning,932
Holyoke,6,A,U.S. House,1st,,Total Votes Cast,1345
Westwood,-,2,U.S. Senate,,,Total Votes Cast,2243
Tewksbury,-,2A,Governor's Council,5th,,Total Votes Cast,1844
Boston,16,10,President,,Libertarian,Barr and Root,2
W. Tisbury,-,1,President,,,No Preference,0
Hudson,-,6,U.S. House,5th,,Blank Votes,237
Saugus,-,3,U.S. Senate,,,Blank Votes,50
W. Stockbridge,-,1,State House,4th Berkshire,,All Others,0
Boston,3,5,U.S. Senate,,Libertarian,Robert J. Underwood,57
Norwell,-,2,State Senate,Plymouth and Norfolk,,Total Votes Cast,2182
New Bedford,3,G,State House,9th Bristol,,Total Votes Cast,884
Scituate,-,6,U.S. Senate,,,Total Votes Cast,1730
Brockton,1,D,State House,9th Plymouth,Republican,Lawrence P. Novak,325
Weymouth,-,6,State House,3rd Norfolk,,Blank Votes,503
Gloucester,4,1,State Senate,1st Essex and Middlesex,,Blank Votes,239
Lynn,3,4,State House,8th Essex,Democratic,Lori A. Ehrlich,697
Boston,5,1,Governor's Council,4th,,All Others,34
Worcester,5,4,U.S. Senate,,Republican,Jeffrey K. Beatty,491
Wellfleet,-,1,U.S. Senate,,Republican,Jeffrey K. Beatty,591
Boston,1,8,State House,1st Suffolk,,Total Votes Cast,790
Blandford,-,1,State Senate,2nd Hampden and Hampshire,,All Others,0
Easton,-,6,President,,Democratic,Obama and Biden,1042
Milton,-,9,State Senate,"Norfolk, Bristol and Plymouth",,Blank Votes,532
Attleboro,1,B,U.S. House,3rd,Democratic,James P. McGovern,1236
Kingston,-,4,President,,,No Preference,0
Yarmouth,-,4,State Senate,Cape and Islands,,All Others,11
Gardner,2,A,State House,2nd Worcester,,Blank Votes,81
Hancock,-,1,President,,Republican,McCain and Palin,132
Lynn,5,1,State Senate,3rd Essex and Middlesex,,All Others,7
Burlington,-,5,U.S. House,6th,,Total Votes Cast,2245
Acton,-,4,State House,37th Middlesex,,Total Votes Cast,1918
W. Bridgewater,-,2,U.S. Senate,,Democratic,John F. Kerry,1017
Boston,16,9,U.S. Senate,,,All Others,1
Peabody,1,3,U.S. Senate,,,All Others,6
Boston,2,5,President,,,All Others,6
Boston,13,7,State Senate,1st Suffolk,Unenrolled,Althea Garrison,86
Watertown,-,7,Governor's Council,3rd,,Blank Votes,562
Lincoln,-,3,President,,,All Others,0
Milton,-,5,President,,Green-Rainbow,McKinney and Clemente,4
Mansfield,-,5,Governor's Council,2nd,,Blank Votes,471
Attleboro,4,B,President,,Unenrolled,Nader and Gonzalez,16
Easton,-,6,Governor's Council,2nd,,Total Votes Cast,2106
Boston,21,14,State House,18th Suffolk,,Total Votes Cast,612
Springfield,2,E,President,,Green-Rainbow,McKinney and Clemente,2
Weston,-,4,President,,Democratic,Obama and Biden,958
Pittsfield,1,B,U.S. Senate,,Democratic,John F. Kerry,1322
Chelsea,2,3,President,,Libertarian,Barr and Root,0
Maynard,-,3,State House,3rd Middlesex,,Total Votes Cast,1556
Everett,5,1,U.S. House,7th,,Total Votes Cast,845
Boston,15,7,State Senate,1st Suffolk,,Blank Votes,101
Quincy,4,3,U.S. House,10th,,Blank Votes,351
Maynard,-,4,President,,Libertarian,Barr and Root,10
Boston,8,4,State Senate,2nd Suffolk,(Write-In),Dianne Wilkerson,22
Amesbury,-,5,President,,,All Others,10
Newburyport,1,1,Governor's Council,5th,,All Others,18
Tewksbury,-,3,President,,Constitution Party,Baldwin and Castle,1
Yarmouth,-,2,U.S. House,10th,,All Others,12
Somerville,7,2,President,,Unenrolled,Nader and Gonzalez,11
Chicopee,9,A,U.S. Senate,,Democratic,John F. Kerry,894
Bedford,-,1,President,,,Blank Votes,9
New Bedford,1,B,U.S. Senate,,,All Others,0
Boston,7,5,Governor's Council,4th,,Total Votes Cast,774
Auburn,-,1,President,,Libertarian,Barr and Root,8
Worcester,2,3,State House,14th Worcester,Democratic,James J. O'Day,1159
Pittsfield,6,B,U.S. House,1st,,Total Votes Cast,1100
Northbridge,-,1,Governor's Council,7th,,Total Votes Cast,2004
Dennis,-,4,U.S. Senate,,,Blank Votes,39
Boston,15,7,U.S. Senate,,Republican,Jeffrey K. Beatty,19
Uxbridge,-,2,Governor's Council,7th,,All Others,21
Springfield,4,G,U.S. Senate,,,All Others,1
Somerville,2,1,President,,Democratic,Obama and Biden,1248
New Bedford,4,G,U.S. House,4th,Democratic,Barney Frank,721
Boston,19,11,U.S. Senate,,Democratic,John F. Kerry,607
Worcester,7,1,President,,,All Others,9
Wakefield,-,5,U.S. Senate,,,Blank Votes,71
Medford,4,2,President,,Constitution Party,Baldwin and Castle,2
Wareham,-,3,State Senate,1st Plymouth and Bristol,Democratic,Marc R. Pacheco,1333
Boston,1,8,U.S. House,8th,Democratic,Michael E. Capuano,517
Lowell,2,1,State House,18th Middlesex,,All Others,0
Boston,13,9,State House,13th Suffolk,,Total Votes Cast,771
Northampton,1,A,President,,,All Others,7
Salem,4,1,President,,Green-Rainbow,McKinney and Clemente,4
Lexington,-,5,U.S. House,7th,,All Others,2
Boston,1,7,U.S. House,8th,Democratic,Michael E. Capuano,458
Milford,-,7,President,,Republican,McCain and Palin,961
Bedford,-,4,State House,21st Middlesex,,Blank Votes,586
Mansfield,-,1,U.S. House,4th,,Total Votes Cast,2112
Monson,-,B,President,,Unenrolled,Nader and Gonzalez,28
Townsend,-,3,U.S. House,1st,Democratic,John W. Olver,886
Newburyport,1,P,U.S. Senate,,Democratic,John F. Kerry,264
Quincy,1,4,President,,Democratic,Obama and Biden,918
TOTALS,,,State House,3rd Hampden,,Total Votes Cast,21099
Haverhill,1,2,U.S. Senate,,,All Others,0
Natick,-,1,President,,Constitution Party,Baldwin and Castle,1
Harvard,-,1,President,,Libertarian,Barr and Root,32
Boston,14,5,President,,Green-Rainbow,McKinney and Clemente,0
Lee,-,3,State House,4th Berkshire,,Total Votes Cast,468
Boston,14,6,Governor's Council,4th,,Total Votes Cast,613
Quincy,1,4,U.S. House,10th,,All Others,22
Uxbridge,-,3,Governor's Council,7th,,Total Votes Cast,1861
Easton,-,2,State Senate,2nd Plymouth and Bristol,,Blank Votes,692
Holland,-,1,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Stephen M. Brewer,1050
Boston,17,10,Governor's Council,4th,,Blank Votes,297
Woburn,3,2,State Senate,4th Middlesex,Democratic,Kenneth J. Donnelly,892
Springfield,3,B,President,,Democratic,Obama and Biden,402
Worcester,8,5,President,,Democratic,Obama and Biden,565
Woburn,7,1,President,,,No Preference,0
Lawrence,C,3,President,,Unenrolled,Nader and Gonzalez,2
Winchendon,-,3,President,,Constitution Party,Baldwin and Castle,4
Palmer,-,3,President,,,No Preference,0
New Ashford,-,1,President,,,Blank Votes,0
Springfield,6,D,President,,,No Preference,0
Billerica,-,7,President,,Constitution Party,Baldwin and Castle,4
Quincy,6,3,State House,1st Norfolk,,Blank Votes,469
Attleboro,5,A,President,,Republican,McCain and Palin,306
Taunton,2,B,U.S. Senate,,,Blank Votes,58
Boston,16,12,U.S. House,9th,,Total Votes Cast,968
Andover,-,5,U.S. Senate,,Republican,Jeffrey K. Beatty,804
Wilmington,-,2,President,,,Total Votes Cast,1992
Wareham,-,4,Governor's Council,1st,Democratic,Carole A. Fiola,1367
Springfield,5,G,President,,,All Others,4
W. Bridgewater,-,2,President,,,No Preference,0
Beverly,1,1,State House,6th Essex,,All Others,0
Boston,4,2,Governor's Council,4th,,Blank Votes,573
Wilmington,-,5,U.S. Senate,,,Blank Votes,66
Somerville,7,3,President,,,Total Votes Cast,1620
Essex,-,1,President,,Libertarian,Barr and Root,11
Boston,20,1,President,,Constitution Party,Baldwin and Castle,1
Boston,18,2,State Senate,1st Suffolk,,All Others,6
Peabody,3,3,U.S. House,6th,Democratic,John F. Tierney,982
Saugus,-,2,State House,9th Essex,,Blank Votes,389
Cambridge,5,1,State House,8th Suffolk,,Total Votes Cast,1775
Dartmouth,-,9,President,,,Blank Votes,2
Brookline,-,4,U.S. Senate,,,All Others,1
Needham,-,I,Governor's Council,2nd,,All Others,13
Worcester,10,4,Governor's Council,7th,,All Others,7
Gosnold,-,1,State House,"Barnstable, Dukes and Nantucket",,Blank Votes,16
Quincy,2,5,President,,Unenrolled,Nader and Gonzalez,6
Boston,13,6,U.S. Senate,,Libertarian,Robert J. Underwood,13
Waltham,5,2,U.S. Senate,,,Total Votes Cast,1089
Norwell,-,1,U.S. Senate,,,Blank Votes,57
Dracut,-,4,President,,Libertarian,Barr and Root,9
Duxbury,-,3,State House,6th Plymouth,Republican,Daniel K. Webster,1166
Methuen,-,4,President,,Libertarian,Barr and Root,8
Monterey,-,1,State Senate,"Berkshire, Hampshire and Franklin",,Blank Votes,98
Springfield,8,G,U.S. House,2nd,,Blank Votes,164
Quincy,5,2,President,,Constitution Party,Baldwin and Castle,3
Boston,9,2,Governor's Council,4th,,Blank Votes,362
Boston,17,12,Governor's Council,4th,,Total Votes Cast,649
Longmeadow,-,A,State House,2nd Hampden,Republican,William G. Scibelli,787
Brookline,-,14,President,,,Blank Votes,9
Ipswich,-,3,U.S. House,6th,Democratic,John F. Tierney,1248
Wayland,-,3,U.S. House,5th,,All Others,7
New Bedford,2,B,President,,,All Others,3
Boston,19,11,U.S. House,9th,,Blank Votes,180
Chicopee,3,AE,President,,,No Preference,0
Bourne,-,1,President,,Constitution Party,Baldwin and Castle,3
Worcester,10,4,President,,Unenrolled,Nader and Gonzalez,7
Brookline,-,11,U.S. House,4th,,Blank Votes,101
Watertown,-,4,President,,Libertarian,Barr and Root,6
Springfield,4,G,President,,Unenrolled,Nader and Gonzalez,1
W. Bridgewater,-,1,President,,,All Others,14
Brockton,2,A,State House,11th Plymouth,,All Others,0
