town,ward,precinct,office,district,party,candidate,votes
Gloucester,5,2,U.S. Senate,,Republican,Jeffrey K. Beatty,617
Boston,18,19,State House,14th Suffolk,Democratic,Angelo M. Scaccia,1041
Peabody,6,3,Governor's Council,5th,,All Others,20
Lynn,1,4,President,,Democratic,Obama and Biden,872
Acushnet,-,3,State House,11th Bristol,,Blank Votes,413
Worcester,1,4,U.S. House,3rd,,Total Votes Cast,1768
Barnstable,-,6,President,,Libertarian,Barr and Root,6
Fall River,8,B,U.S. House,4th,Unenrolled,Susan Allen,85
Boston,19,1,U.S. House,8th,,Total Votes Cast,974
Boston,22,10,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,698
Mansfield,-,2,U.S. House,4th,Democratic,Barney Frank,1098
New Bedford,1,E,U.S. Senate,,Libertarian,Robert J. Underwood,27
Northampton,3,B,State Senate,Hampshire and Franklin,Democratic,Stanley C. Rosenberg,1007
Fitchburg,3,A,U.S. House,1st,,Total Votes Cast,2140
Belmont,-,7,State Senate,2nd Suffolk and Middlesex,,Blank Votes,355
Goshen,-,1,President,,Unenrolled,Nader and Gonzalez,13
Newton,5,2,U.S. House,4th,Republican,Earl Henry Sholley,206
Plymouth,-,7,President,,Unenrolled,Nader and Gonzalez,12
Attleboro,4,B,U.S. Senate,,,All Others,2
Wayland,-,3,U.S. Senate,,Democratic,John F. Kerry,1292
Gardner,5,A,U.S. House,1st,Democratic,John W. Olver,553
Norwell,-,3,President,,Libertarian,Barr and Root,8
Wilmington,-,2,U.S. House,6th,,All Others,3
Clinton,-,4,State House,12th Worcester,,Total Votes Cast,1538
Boston,11,10,State Senate,2nd Suffolk,,Total Votes Cast,923
Springfield,6,H,President,,,Total Votes Cast,971
Boston,6,2,U.S. Senate,,Libertarian,Robert J. Underwood,23
Stoneham,-,2,State Senate,Middlesex and Essex,Republican,Richard R. Tisei,1211
Rockport,-,2,State Senate,1st Essex and Middlesex,,Blank Votes,290
Northbridge,-,2,President,,Green-Rainbow,McKinney and Clemente,1
Andover,-,2,State Senate,2nd Essex and Middlesex,Democratic,Susan C. Tucker,1444
Chelsea,4,1,U.S. Senate,,Libertarian,Robert J. Underwood,24
Boston,7,6,State Senate,1st Suffolk,Unenrolled,Althea Garrison,79
TOTALS,,,State House,3rd Plymouth,,All Others,99
Hudson,-,4,State Senate,Middlesex and Worcester,,Total Votes Cast,1670
Quincy,5,4,President,,Unenrolled,Nader and Gonzalez,9
Lawrence,C,3,Governor's Council,5th,,Blank Votes,262
Longmeadow,-,E,Governor's Council,8th,,All Others,2
Lynn,2,4,Governor's Council,5th,,Total Votes Cast,761
Worcester,7,2,U.S. Senate,,,All Others,0
Holyoke,4,B,State Senate,2nd Hampden and Hampshire,,Blank Votes,413
Springfield,1,E,President,,,Blank Votes,1
Springfield,1,B,Governor's Council,8th,Democratic,Thomas T. Merrigan,366
Freetown,-,1,U.S. House,4th,,Blank Votes,76
Stoneham,-,5,U.S. Senate,,Democratic,John F. Kerry,1044
New Bedford,1,F,President,,Constitution Party,Baldwin and Castle,3
Leominster,1,A,Governor's Council,7th,Democratic,Thomas J. Foley,1040
Boston,1,2,President,,Green-Rainbow,McKinney and Clemente,0
Templeton,-,A,President,,Democratic,Obama and Biden,1055
Newton,5,3,State Senate,1st Middlesex and Norfolk,Democratic,Cynthia Stone Creem,1107
Attleboro,3,B,State House,14th Bristol,,Total Votes Cast,1923
Worcester,6,1,State House,16th Worcester,,All Others,2
Newburyport,1,1,State House,1st Essex,,All Others,11
Fall River,6,C,U.S. Senate,,,Total Votes Cast,1049
Berkley,-,1,President,,Green-Rainbow,McKinney and Clemente,4
Attleboro,3,A,U.S. Senate,,Libertarian,Robert J. Underwood,42
Sturbridge,-,2,State House,1st Hampden,,Blank Votes,788
Swampscott,-,3,U.S. Senate,,Libertarian,Robert J. Underwood,34
Boston,8,4,U.S. Senate,,Democratic,John F. Kerry,359
Somerville,3,2,U.S. Senate,,,Total Votes Cast,1646
E. Brookfield,-,1,Governor's Council,7th,,Blank Votes,327
Brookline,-,15,President,,,Blank Votes,8
Bellingham,-,2,President,,Republican,McCain and Palin,693
Groveland,-,1,President,,,No Preference,0
Charlemont,-,1,Governor's Council,8th,Republican,Michael Franco,115
Franklin,-,4,President,,Libertarian,Barr and Root,11
Lynn,2,4,Governor's Council,5th,Democratic,Mary-Ellen Manning,572
Needham,-,F,Governor's Council,2nd,Democratic,Kelly A. Timilty,1184
Orange,-,1,President,,Unenrolled,Nader and Gonzalez,26
Alford,-,1,U.S. House,1st,,Blank Votes,14
Lakeville,-,3,U.S. Senate,,,All Others,0
Hudson,-,6,State House,3rd Middlesex,,Blank Votes,42
Adams,-,4,President,,Constitution Party,Baldwin and Castle,0
Northborough,-,3,President,,Libertarian,Barr and Root,8
Sharon,-,4,U.S. Senate,,Democratic,John F. Kerry,1371
Fall River,5,C,Governor's Council,1st,,Blank Votes,176
Lowell,7,2,U.S. House,5th,,Total Votes Cast,510
Pelham,-,1,State Senate,Hampshire and Franklin,Republican,Keith C. McCormic,65
Boston,18,16,President,,,All Others,4
Lakeville,-,1,U.S. House,4th,Republican,Earl Henry Sholley,669
Cambridge,7,2,State House,25th Middlesex,,All Others,2
Boston,4,3,U.S. House,8th,,Blank Votes,197
Quincy,4,2,U.S. Senate,,,All Others,3
Halifax,-,2,President,,,Total Votes Cast,1897
Somerset,-,5,U.S. Senate,,Democratic,John F. Kerry,1322
Reading,-,7,U.S. Senate,,Democratic,John F. Kerry,1032
Framingham,-,18,U.S. House,7th,,Total Votes Cast,852
Chicopee,4,B,Governor's Council,8th,,Total Votes Cast,705
Belmont,-,7,State House,24th Middlesex,,Blank Votes,449
Foxborough,-,2,U.S. House,4th,Democratic,Barney Frank,1025
Milton,-,9,U.S. House,9th,Democratic,Stephen F. Lynch,1038
Quincy,3,3,State House,1st Norfolk,,Total Votes Cast,1204
Lowell,5,2,U.S. House,5th,,Total Votes Cast,722
Chelsea,1,3,State House,2nd Suffolk,Democratic,Eugene L. O'Flaherty,288
Reading,-,6,State Senate,Middlesex and Essex,,All Others,9
Billerica,-,5,State House,22nd Middlesex,Republican,Anthony Lucacio,711
TOTALS,,,State House,11th Suffolk,,All Others,156
Northampton,1,B,Governor's Council,8th,Republican,Michael Franco,168
Plainville,-,1,Governor's Council,2nd,,Blank Votes,547
Franklin,-,2,U.S. Senate,,Democratic,John F. Kerry,1172
Boston,3,2,President,,Unenrolled,Nader and Gonzalez,5
Auburn,-,2,State Senate,2nd Worcester,Green-Rainbow,Steven W. Baer,53
Somerville,6,1,U.S. House,8th,,Blank Votes,270
Melrose,2,2,President,,Democratic,Obama and Biden,662
Dedham,-,4,U.S. Senate,,,Total Votes Cast,2205
Chicopee,8,A,President,,,No Preference,0
Plymouth,-,9,State House,1st Plymouth,,Blank Votes,89
Salem,5,2,U.S. Senate,,Libertarian,Robert J. Underwood,43
Springfield,1,C,U.S. House,2nd,,Blank Votes,112
Worcester,7,3,President,,Republican,McCain and Palin,434
Revere,5,3,President,,Constitution Party,Baldwin and Castle,4
Lawrence,D,2,State Senate,2nd Essex and Middlesex,Democratic,Susan C. Tucker,834
Boston,13,3,U.S. Senate,,,All Others,0
N. Andover,-,5,U.S. Senate,,Democratic,John F. Kerry,560
Dartmouth,-,9,U.S. House,4th,,Total Votes Cast,2052
Lexington,-,8,State Senate,3rd Middlesex,Democratic,Susan C. Fargo,1249
Boston,20,15,State House,10th Suffolk,,All Others,14
Holden,-,3,President,,Unenrolled,Nader and Gonzalez,18
Newburyport,4,1,Governor's Council,5th,Democratic,Mary-Ellen Manning,1071
Weymouth,-,11,U.S. House,10th,,All Others,26
Worcester,10,5,President,,,Blank Votes,4
Webster,-,4,U.S. House,2nd,,Blank Votes,572
Fairhaven,-,2,U.S. House,4th,Republican,Earl Henry Sholley,331
Chicopee,6,BE,State Senate,2nd Hampden and Hampshire,,Blank Votes,288
Lexington,-,1,President,,,All Others,7
Dudley,-,3,State House,8th Worcester,,Blank Votes,70
Falmouth,-,6,State House,"Barnstable, Dukes and Nantucket",,All Others,1
Webster,-,5,Governor's Council,7th,,Blank Votes,423
Barre,-,2,U.S. House,1st,,All Others,2
Westborough,-,1,U.S. House,3rd,,Total Votes Cast,1352
Belmont,-,3,U.S. Senate,,Democratic,John F. Kerry,1072
Framingham,-,15,U.S. House,7th,Democratic,Edward J. Markey,796
Barnstable,-,8,U.S. Senate,,Libertarian,Robert J. Underwood,33
Lynn,5,1,U.S. Senate,,Republican,Jeffrey K. Beatty,206
Springfield,8,B,State House,9th Hampden,,Total Votes Cast,887
New Bedford,4,C,U.S. Senate,,,Total Votes Cast,925
Dalton,-,2,President,,Unenrolled,Nader and Gonzalez,23
Lee,-,5,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Benjamin Brackett Downing,351
Plainville,-,2,State House,9th Norfolk,,Blank Votes,172
Oxford,-,2,State House,6th Worcester,,Total Votes Cast,1547
Auburn,-,1,U.S. Senate,,,Blank Votes,63
Boston,10,8,President,,Constitution Party,Baldwin and Castle,2
TOTALS,,,State House,1st Plymouth,Democratic,Jay D. Ferguson,7118
Chelsea,3,1,Governor's Council,6th,,All Others,0
Chicopee,3,B,Governor's Council,8th,Democratic,Thomas T. Merrigan,362
Needham,-,G,U.S. Senate,,Libertarian,Robert J. Underwood,35
Boston,13,5,President,,Democratic,Obama and Biden,470
Watertown,-,11,State House,29th Middlesex,Democratic,Jonathan Hecht,888
Shrewsbury,-,6,Governor's Council,7th,Democratic,Thomas J. Foley,1324
New Bedford,5,F,U.S. House,4th,,Total Votes Cast,1143
Waltham,3,2,State Senate,3rd Middlesex,Republican,Sandra B. Martinez,520
Boston,17,8,State House,6th Suffolk,,Total Votes Cast,693
Clinton,-,4,State Senate,1st Worcester,,Blank Votes,304
Adams,-,5,Governor's Council,8th,,All Others,0
Somerville,3,2,President,,Democratic,Obama and Biden,1324
Milton,-,10,U.S. Senate,,Libertarian,Robert J. Underwood,38
Springfield,3,F,President,,Constitution Party,Baldwin and Castle,3
Arlington,-,14,State House,15th Middlesex,,Blank Votes,316
Yarmouth,-,7,State House,1st Barnstable,,All Others,9
Haverhill,6,3,U.S. Senate,,Libertarian,Robert J. Underwood,52
Danvers,-,7,President,,Green-Rainbow,McKinney and Clemente,2
Greenfield,-,8,U.S. Senate,,Republican,Jeffrey K. Beatty,84
Fall River,2,C,State House,7th Bristol,Democratic,Kevin Aguiar,889
Amherst,-,4A,U.S. Senate,,,All Others,0
Wareham,-,5,Governor's Council,1st,Democratic,Carole A. Fiola,1406
Taunton,2,B,U.S. Senate,,Democratic,John F. Kerry,767
Boston,20,13,President,,Unenrolled,Nader and Gonzalez,6
Boston,22,1,President,,Constitution Party,Baldwin and Castle,1
Hanover,-,1,State Senate,2nd Plymouth and Bristol,,All Others,26
Lawrence,D,4,President,,,No Preference,0
Monroe,-,1,U.S. House,1st,,Total Votes Cast,60
Maynard,-,2,U.S. House,5th,,All Others,15
Medfield,-,1,U.S. House,9th,,Blank Votes,448
Montague,-,6,President,,,All Others,2
Arlington,-,7,President,,Libertarian,Barr and Root,3
Boston,6,1,President,,,All Others,10
Ipswich,-,2,President,,,All Others,0
Worcester,8,3,State Senate,2nd Worcester,Republican,John I. Lebeaux,61
Springfield,4,C,U.S. Senate,,Republican,Jeffrey K. Beatty,25
Needham,-,E,Governor's Council,2nd,,Blank Votes,696
Plymouth,-,4,State House,1st Plymouth,,All Others,1
Quincy,2,3,U.S. Senate,,Libertarian,Robert J. Underwood,29
Marblehead,-,1,U.S. Senate,,Libertarian,Robert J. Underwood,44
Bridgewater,-,1,State Senate,1st Plymouth and Bristol,,All Others,21
Braintree,-,2,President,,Democratic,Obama and Biden,781
Revere,5,3,President,,,No Preference,0
Boston,18,4,U.S. Senate,,Libertarian,Robert J. Underwood,9
Peru,-,1,Governor's Council,8th,Republican,Michael Franco,115
Plymouth,-,9,Governor's Council,1st,,Total Votes Cast,1810
Hudson,-,1,State House,3rd Middlesex,,Total Votes Cast,1554
Danvers,-,2,President,,,Blank Votes,10
Quincy,3,3,U.S. Senate,,Libertarian,Robert J. Underwood,32
Great Barrington,-,D,Governor's Council,8th,,Total Votes Cast,963
Nahant,-,1,U.S. House,6th,Democratic,John F. Tierney,1680
Lawrence,C,1,U.S. House,5th,,All Others,5
Weymouth,-,6,President,,Republican,McCain and Palin,777
Littleton,-,1,President,,Republican,McCain and Palin,739
Auburn,-,2,U.S. Senate,,Republican,Jeffrey K. Beatty,575
Holyoke,2,B,State House,5th Hampden,,Blank Votes,167
Watertown,-,4,President,,,No Preference,0
Chicopee,2,A,U.S. Senate,,Democratic,John F. Kerry,315
Haverhill,4,3,President,,Unenrolled,Nader and Gonzalez,13
Gardner,4,A,U.S. House,1st,Democratic,John W. Olver,560
Quincy,1,1,State Senate,Norfolk and Plymouth,Democratic,Michael W. Morrissey,1087
Easthampton,-,4,President,,,Blank Votes,9
Melrose,2,2,U.S. Senate,,Republican,Jeffrey K. Beatty,346
Cambridge,8,1,Governor's Council,6th,,All Others,6
Worcester,7,4,President,,,Total Votes Cast,1400
Boston,1,12,President,,Democratic,Obama and Biden,505
Worcester,2,1,President,,,Total Votes Cast,1638
Fall River,8,C,State Senate,1st Bristol and Plymouth,,Total Votes Cast,1314
Everett,6,3,President,,,No Preference,0
Westford,-,3,President,,Constitution Party,Baldwin and Castle,1
Newton,7,2,U.S. Senate,,Libertarian,Robert J. Underwood,30
Taunton,8,A,U.S. Senate,,Republican,Jeffrey K. Beatty,525
Westford,-,1,Governor's Council,3rd,,Total Votes Cast,2025
Lynn,4,1,President,,Green-Rainbow,McKinney and Clemente,0
Boston,19,12,U.S. Senate,,,Total Votes Cast,750
Fall River,8,A,U.S. House,4th,,Total Votes Cast,797
Worcester,3,2,State Senate,1st Worcester,Democratic,Harriette L. Chandler,458
Holyoke,6,A,U.S. House,1st,Republican,Nathan A. Bech,222
E. Bridgewater,-,2,U.S. House,9th,,Total Votes Cast,1842
Westfield,4,B,President,,,No Preference,0
Boston,12,7,U.S. Senate,,Democratic,John F. Kerry,1247
Chicopee,4,B,President,,Democratic,Obama and Biden,454
Lawrence,A,4,State Senate,2nd Essex and Middlesex,,Total Votes Cast,754
Uxbridge,-,2,U.S. House,2nd,Democratic,Richard E. Neal,1305
Rowe,-,1,Governor's Council,8th,Democratic,Thomas T. Merrigan,177
Northbridge,-,4,U.S. House,2nd,,Blank Votes,737
Norton,-,2,State Senate,Bristol and Norfolk,Democratic,James E. Timilty,1298
Boston,19,7,State Senate,2nd Suffolk,Democratic,Sonia Rosa Chang-Díaz,991
Everett,2,1,Governor's Council,6th,Democratic,Michael J. Callahan,504
Chelsea,2,1,U.S. House,8th,,Total Votes Cast,958
Canton,-,3,U.S. Senate,,,All Others,1
Braintree,-,10,U.S. House,9th,,Blank Votes,341
Adams,-,3,President,,Republican,McCain and Palin,201
Fall River,4,A,State House,7th Bristol,Democratic,Kevin Aguiar,184
Easton,-,2,President,,Republican,McCain and Palin,1039
Pittsfield,2,A,President,,Democratic,Obama and Biden,576
Boston,20,10,U.S. Senate,,,All Others,0
Truro,-,1,President,,Constitution Party,Baldwin and Castle,1
Charlton,-,1,State House,6th Worcester,Republican,Ronald J. Chernisky,882
Springfield,3,A,Governor's Council,8th,,All Others,3
Gardner,5,B,State Senate,Worcester and Middlesex,Democratic,Jennifer L. Flanagan,756
Franklin,-,3,President,,,All Others,22
Reading,-,3,U.S. Senate,,Republican,Jeffrey K. Beatty,523
Norwood,-,3,State House,12th Norfolk,,Blank Votes,508
Somerset,-,2,President,,Unenrolled,Nader and Gonzalez,21
Middleborough,-,6,U.S. Senate,,Libertarian,Robert J. Underwood,74
Stoughton,-,4,State House,8th Norfolk,,All Others,22
Lowell,9,2,President,,Republican,McCain and Palin,468
Beverly,1,1,President,,,No Preference,0
Boston,6,6,State Senate,1st Suffolk,Democratic,Jack Hart,794
Ipswich,-,2,Governor's Council,5th,Democratic,Mary-Ellen Manning,1395
Granby,-,1,U.S. Senate,,,Blank Votes,79
Methuen,-,7,U.S. Senate,,,Blank Votes,61
Melrose,6,2,U.S. House,7th,Republican,John Cunningham,309
Boxford,-,2,President,,Green-Rainbow,McKinney and Clemente,3
Reading,-,2,Governor's Council,6th,Democratic,Michael J. Callahan,1055
Randolph,-,8,President,,,Blank Votes,15
Haverhill,1,3,State Senate,1st Essex,Democratic,Steven A. Baddour,904
Beverly,6,2,U.S. House,6th,,Total Votes Cast,2085
Southborough,-,2,President,,,No Preference,0
Lowell,7,1,President,,Constitution Party,Baldwin and Castle,6
Oxford,-,2,President,,,No Preference,0
Boston,3,8,State Senate,2nd Suffolk,(Write-In),Dianne Wilkerson,0
N. Attleborough,-,9,President,,Green-Rainbow,McKinney and Clemente,6
Boston,18,9,State Senate,Suffolk and Norfolk,,Blank Votes,250
Randolph,-,8,State House,7th Norfolk,Democratic,"Walter F. Timilty, Jr.",1547
Mansfield,-,2,U.S. Senate,,,All Others,2
Waltham,7,1,State Senate,3rd Middlesex,Republican,Sandra B. Martinez,472
Arlington,-,21,President,,,All Others,7
Newton,3,4,President,,,Blank Votes,8
Brookline,-,16,State Senate,1st Middlesex and Norfolk,,Blank Votes,717
Abington,-,1,President,,,Blank Votes,14
Athol,-,2,State House,2nd Franklin,Democratic,Christopher J. Donelan,984
Medford,7,1,President,,,Blank Votes,8
Fall River,1,D,U.S. Senate,,Republican,Jeffrey K. Beatty,179
Everett,2,1,State House,28th Middlesex,,All Others,7
TOTALS,,,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Benjamin Brackett Downing,63559
Amesbury,-,3,President,,Constitution Party,Baldwin and Castle,1
Revere,1,3,President,,Unenrolled,Nader and Gonzalez,15
Framingham,-,18,U.S. Senate,,Democratic,John F. Kerry,606
Lynn,2,2,State Senate,3rd Essex and Middlesex,Democratic,Thomas M. McGee,920
Newton,8,4,State Senate,1st Middlesex and Norfolk,,Total Votes Cast,1221
Everett,5,2,President,,,Blank Votes,5
Boston,4,7,President,,Democratic,Obama and Biden,819
Chicopee,4,C,State House,6th Hampden,Democratic,James T. Welch,782
Marlborough,2,2,Governor's Council,3rd,,Blank Votes,288
S. Hadley,-,D,U.S. Senate,,Republican,Jeffrey K. Beatty,357
Webster,-,1,President,,Democratic,Obama and Biden,600
New Bedford,5,E,President,,Democratic,Obama and Biden,736
Holyoke,6,B,President,,Unenrolled,Nader and Gonzalez,18
Methuen,-,11,State House,15th Essex,Unenrolled,"Joseph A. Leone, III",530
Beverly,2,1,State Senate,2nd Essex,Democratic,Frederick E. Berry,1119
Northborough,-,3,State Senate,Middlesex and Worcester,Republican,Steven L. Levy,990
Westborough,-,2,President,,Republican,McCain and Palin,595
Springfield,1,F,President,,Constitution Party,Baldwin and Castle,3
Chelmsford,-,9,U.S. Senate,,Democratic,John F. Kerry,1187
Salem,3,2,President,,Constitution Party,Baldwin and Castle,4
Dracut,-,9,State Senate,2nd Essex and Middlesex,,All Others,0
Plymouth,-,11,President,,,Blank Votes,14
Northampton,7,A,Governor's Council,8th,,Blank Votes,171
Fairhaven,-,1,U.S. House,4th,,All Others,0
Gardner,2,B,Governor's Council,7th,Democratic,Thomas J. Foley,743
Boston,16,10,U.S. House,9th,,Total Votes Cast,726
Worcester,5,2,State Senate,2nd Worcester,Democratic,Michael O. Moore,969
Lowell,5,3,U.S. House,5th,,All Others,18
Shrewsbury,-,2,State House,11th Worcester,,All Others,5
Lynn,3,3,President,,,All Others,8
Greenfield,-,7,State House,2nd Franklin,Democratic,Christopher J. Donelan,677
Wellesley,-,G,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Sara Orozco,648
Falmouth,-,9,President,,,All Others,7
Springfield,1,G,U.S. Senate,,,Blank Votes,41
Rockland,-,5,President,,Constitution Party,Baldwin and Castle,1
Lowell,10,1,Governor's Council,3rd,,All Others,3
Brewster,-,2,U.S. Senate,,Democratic,John F. Kerry,1201
Waltham,2,1,President,,Unenrolled,Nader and Gonzalez,18
Great Barrington,-,B,State Senate,"Berkshire, Hampshire and Franklin",,Total Votes Cast,991
Worcester,9,2,President,,Republican,McCain and Palin,404
New Bedford,2,D,State House,11th Bristol,,Blank Votes,142
Sudbury,-,3,U.S. Senate,,,Blank Votes,67
Everett,3,1,Governor's Council,6th,Democratic,Michael J. Callahan,673
Boston,8,5,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",500
Saugus,-,10,U.S. House,6th,Republican,"Richard A. Baker, Jr.",259
Lynn,6,3,State House,11th Essex,Democratic,Steven M. Walsh,458
Walpole,-,5,State House,9th Norfolk,,All Others,2
Gosnold,-,1,Governor's Council,1st,,Total Votes Cast,80
Lakeville,-,2,President,,Green-Rainbow,McKinney and Clemente,2
Dartmouth,-,10,State Senate,2nd Bristol and Plymouth,Democratic,Mark C. Montigny,1464
Charlton,-,1,Governor's Council,7th,,Total Votes Cast,2099
Marlborough,5,1,Governor's Council,3rd,,Blank Votes,223
Chicopee,8,B,State Senate,2nd Hampden and Hampshire,,Blank Votes,267
Somerville,5,1,Governor's Council,6th,,All Others,14
Reading,-,4,President,,Democratic,Obama and Biden,1021
Worcester,10,4,President,,Green-Rainbow,McKinney and Clemente,4
Cambridge,2,2,President,,,All Others,3
Boston,6,6,President,,Green-Rainbow,McKinney and Clemente,0
Newton,3,2,U.S. House,4th,,Total Votes Cast,1487
Adams,-,5,Governor's Council,8th,Democratic,Thomas T. Merrigan,677
Auburn,-,1,Governor's Council,7th,,Blank Votes,628
W. Springfield,-,1,U.S. House,1st,Republican,Nathan A. Bech,197
Northampton,4,B,President,,,All Others,4
Ipswich,-,4,State House,4th Essex,,Total Votes Cast,2046
Weymouth,-,15,U.S. Senate,,Libertarian,Robert J. Underwood,34
Boston,1,9,U.S. House,8th,,Total Votes Cast,492
Lawrence,D,1,U.S. Senate,,Libertarian,Robert J. Underwood,23
Shrewsbury,-,2,State Senate,2nd Worcester,,Total Votes Cast,1832
Randolph,-,6,State Senate,"Norfolk, Bristol and Plymouth",,Blank Votes,349
Amherst,-,8,U.S. House,1st,,Blank Votes,58
Dover,-,1,State Senate,Bristol and Norfolk,,Blank Votes,403
Swampscott,-,4,President,,Constitution Party,Baldwin and Castle,0
E. Brookfield,-,1,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Stephen M. Brewer,972
Cheshire,-,1,Governor's Council,8th,,Blank Votes,210
Marshfield,-,7,State Senate,Plymouth and Norfolk,,Blank Votes,476
Arlington,-,5,State Senate,4th Middlesex,Democratic,Kenneth J. Donnelly,890
Boston,17,3,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",716
Waltham,5,1,U.S. Senate,,Libertarian,Robert J. Underwood,56
Somerville,6,1,Governor's Council,6th,,Total Votes Cast,2150
Berkley,-,1,Governor's Council,1st,,All Others,31
Barnstable,-,4,State House,2nd Barnstable,,All Others,0
Attleboro,2,B,U.S. Senate,,,Total Votes Cast,2024
Lawrence,C,2,U.S. Senate,,,All Others,0
Springfield,2,C,President,,Libertarian,Barr and Root,0
Woburn,2,2,President,,Constitution Party,Baldwin and Castle,3
Lynn,1,2,President,,Libertarian,Barr and Root,8
Braintree,-,2,U.S. House,9th,,Total Votes Cast,1543
Hopkinton,-,1,Governor's Council,2nd,,Total Votes Cast,2059
Winchester,-,4,President,,Republican,McCain and Palin,662
Everett,4,3,State Senate,"Middlesex, Suffolk and Essex",,All Others,4
Shelburne,-,1,President,,Democratic,Obama and Biden,916
Billerica,-,6,Governor's Council,6th,,Blank Votes,479
Bourne,-,5,U.S. Senate,,Libertarian,Robert J. Underwood,47
Walpole,-,5,U.S. Senate,,,Total Votes Cast,1219
Tyngsborough,-,3,President,,,No Preference,0
Northborough,-,4,Governor's Council,7th,,Total Votes Cast,2116
Salisbury,-,2,Governor's Council,5th,,Blank Votes,598
Watertown,-,9,President,,Libertarian,Barr and Root,1
Boston,14,14,U.S. House,8th,,Blank Votes,258
Dartmouth,-,6,President,,,Total Votes Cast,1689
Wales,-,1,Governor's Council,7th,,All Others,13
Newton,8,1,State House,12th Middlesex,,Total Votes Cast,1606
Falmouth,-,8,U.S. Senate,,,All Others,1
Taunton,1,B,State Senate,1st Plymouth and Bristol,,Total Votes Cast,1648
Weymouth,-,2,President,,Republican,McCain and Palin,695
Rockland,-,4,State Senate,Norfolk and Plymouth,,All Others,15
Winchester,-,1,U.S. House,7th,,All Others,1
Boston,3,6,President,,,No Preference,0
Medford,4,1,U.S. House,7th,Democratic,Edward J. Markey,718
Boston,15,8,President,,Republican,McCain and Palin,102
TOTALS,,,State House,3rd Middlesex,,Total Votes Cast,22419
Yarmouth,-,7,Governor's Council,1st,,All Others,8
Boston,10,3,President,,,Blank Votes,6
Millbury,-,3,President,,Republican,McCain and Palin,729
Boston,20,9,President,,,All Others,1
Cambridge,11,3,President,,Green-Rainbow,McKinney and Clemente,11
Tewksbury,-,1,Governor's Council,5th,Democratic,Mary-Ellen Manning,1386
Walpole,-,3,President,,Unenrolled,Nader and Gonzalez,19
Boston,8,4,U.S. Senate,,Republican,Jeffrey K. Beatty,7
Uxbridge,-,4,President,,Unenrolled,Nader and Gonzalez,22
Marlborough,3,2,State Senate,Middlesex and Worcester,Republican,Steven L. Levy,799
Barnstable,-,3,Governor's Council,1st,Democratic,Carole A. Fiola,1099
Pittsfield,6,A,Governor's Council,8th,,Blank Votes,350
Amherst,-,2,President,,Green-Rainbow,McKinney and Clemente,3
Hudson,-,1,President,,Green-Rainbow,McKinney and Clemente,3
Everett,4,1,U.S. Senate,,,Total Votes Cast,861
Weymouth,-,16,State Senate,Plymouth and Norfolk,Republican,"Robert L. Hedlund, Jr.",1362
Norwood,-,1,U.S. House,9th,Democratic,Stephen F. Lynch,1275
Mashpee,-,1,U.S. House,10th,,All Others,18
TOTALS,,,State House,3rd Worcester,,Blank Votes,3193
Wellesley,-,D,U.S. House,4th,Democratic,Barney Frank,1381
Agawam,-,7,President,,Green-Rainbow,McKinney and Clemente,3
Newton,5,1,President,,Libertarian,Barr and Root,8
Marshfield,-,7,Governor's Council,4th,,Blank Votes,717
Amherst,-,10,State Senate,Hampshire and Franklin,Democratic,Stanley C. Rosenberg,747
Quincy,5,2,State Senate,Norfolk and Plymouth,,All Others,23
Ayer,-,2,Governor's Council,3rd,,All Others,0
Boston,12,1,State Senate,2nd Suffolk,Democratic,Sonia Rosa Chang-Díaz,744
Haverhill,7,2,President,,Democratic,Obama and Biden,778
Arlington,-,16,U.S. House,7th,Republican,John Cunningham,251
Chelsea,2,2,State Senate,"Middlesex, Suffolk and Essex",,Total Votes Cast,360
TOTALS,,,State House,5th Hampden,,Total Votes Cast,15523
Tewksbury,-,4,U.S. House,5th,Democratic,Nicola S. Tsongas,1381
Springfield,6,H,President,,Green-Rainbow,McKinney and Clemente,0
Barnstable,-,11,Governor's Council,1st,,Total Votes Cast,2416
Salem,6,2,Governor's Council,5th,,Blank Votes,285
Holyoke,5,A,President,,Unenrolled,Nader and Gonzalez,22
Fitchburg,2,B,President,,,Blank Votes,6
Northbridge,-,4,Governor's Council,7th,,Blank Votes,767
Amherst,-,1,State House,3rd Hampshire,,Blank Votes,161
Lynnfield,-,1,Governor's Council,6th,,Total Votes Cast,1839
Franklin,-,1,President,,,Total Votes Cast,1937
Springfield,8,E,U.S. House,2nd,,All Others,12
Boston,18,6,U.S. Senate,,Democratic,John F. Kerry,1105
Ashfield,-,1,State House,2nd Berkshire,,Total Votes Cast,1136
Hingham,-,4,U.S. House,10th,,Total Votes Cast,2153
Boston,9,1,President,,Constitution Party,Baldwin and Castle,2
Boston,21,7,U.S. Senate,,Republican,Jeffrey K. Beatty,99
Chilmark,-,1,U.S. House,10th,Democratic,William D. Delahunt,585
