town,ward,precinct,office,district,party,candidate,votes
TOTALS,,,State House,28th Middlesex,Democratic,Jarrett T. Barrios,976
Ipswich,,,Governor's Council,5th,Democratic,Mary-Ellen Manning,97
Medford,,,U.S. Senate,,Republican,All Others,18
TOTALS,,,State House,25th Middlesex,Democratic,Total Votes Cast,5032
Chesterfield,,,U.S. Senate,,Democratic,All Others,0
Brimfield,,,Governor's Council,7th,Democratic,Dennis P. McManus,35
Danvers,,,U.S. House,6th,Republican,Blank Votes,27
Westford,,,State Senate,1st Middlesex,Democratic,Blank Votes,111
TOTALS,,,State House,12th Worcester,Republican,Patrick D. Cullen,331
TOTALS,,,State Senate,Worcester and Norfolk,Democratic,All Others,7
Mashpee,,,U.S. Senate,,Libertarian,Blank Votes,1
Chester,,,Governor's Council,8th,Republican,Marshall T. Moriarty,24
Tewksbury,,,U.S. House,5th,Democratic,Martin T. Mechan,1405
Tisbury,,,State House,"Barnstable, Dukes and Nantucket",Republican,All Others,1
Middlefield,,,U.S. Senate,,Republican,Total Votes Cast,14
Athol,,,Governor's Council,7th,Democratic,Total Votes Cast,115
Clarksburg,,,Governor's Council,8th,Democratic,Edward M. O'Brien,19
Leicester,,,U.S. Senate,,Democratic,Total Votes Cast,564
Dunstable,,,State House,39th Middlesex,Republican,Total Votes Cast,50
Dudley,,,U.S. Senate,,Republican,All Others,5
W. Stockbridge,,,U.S. Senate,,Democratic,Blank Votes,0
Sheffield,,,U.S. House,1st,Democratic,John W. Olver,30
Worcester,,,Governor's Council,7th,Democratic,Dennis P. McManus,12093
Sudbury,,,U.S. Senate,,Libertarian,Total Votes Cast,11
Nantucket,,,State House,"Barnstable, Dukes and Nantucket",Republican,Total Votes Cast,173
Lowell,,,State House,19th Middlesex,Democratic,Blank Votes,189
Rutland,,,State House,1st Worcester,Republican,Mark S. Ferguson,75
S. Hadley,,,U.S. Senate,,Democratic,Total Votes Cast,172
Hatfield,,,U.S. House,1st,Democratic,Total Votes Cast,58
Westwood,,,U.S. House,9th,Democratic,Blank Votes,69
Holland,,,U.S. Senate,,Republican,Total Votes Cast,23
Oxford,,,U.S. Senate,,Libertarian,Blank Votes,1
Framingham,,,State House,6th Middlesex,Democratic,Blank Votes,109
TOTALS,,,State House,1st Suffolk,Democratic,Blank Votes,210
Westminster,,,U.S. Senate,,Democratic,Total Votes Cast,194
Bolton,,,Governor's Council,7th,Democratic,All Others,0
Charlemont,,,U.S. Senate,,Republican,All Others,0
Chelmsford,,,U.S. House,5th,Democratic,Joseph F. Osbadeston,84
Sunderland,,,State Senate,Hampshire and Franklin,Democratic,Stanley C. Rosenberg,34
Concord,,,State House,14th Middlesex,Democratic,All Others,3
Billerica,,,State Senate,4th Middlesex,,All Others,0
Millville,,,U.S. Senate,,Republican,Total Votes Cast,13
Holliston,,,State Senate,"Middlesex, Norfolk & Worcester",Democratic,Blank Votes,117
Peru,,,U.S. Senate,,Democratic,Blank Votes,0
Carver,,,U.S. House,4th,Democratic,All Others,3
Clinton,,,U.S. House,3rd,Democratic,Blank Votes,392
Winchester,,,State Senate,2nd Middlesex,Democratic,"Charles E. Shannon, Jr.",837
Norwell,,,U.S. House,10th,Democratic,Total Votes Cast,346
Barnstable,,,State House,2nd Barnstable,Republican,Total Votes Cast,1016
Sterling,,,U.S. Senate,,Republican,All Others,0
Boston,,,State House,8th Suffolk,Republican,M. Hannah Meehan,44
Northbridge,,,Governor's Council,7th,Democratic,Blank Votes,85
Chester,,,U.S. Senate,,Republican,Total Votes Cast,34
Brockton,,,U.S. House,10th,Republican,All Others,3
Holyoke,,,U.S. House,1st,Democratic,All Others,24
N. Andover,,,Governor's Council,5th,Democratic,Blank Votes,84
Monson,,,Governor's Council,7th,Democratic,Total Votes Cast,90
Natick,,,State Senate,"Norfolk, Bristol and Middlesex",Republican,Blank Votes,11
Rochester,,,U.S. Senate,,Republican,Total Votes Cast,105
Burlington,,,U.S. House,6th,Republican,Paul McCarthy,125
Melrose,,,State House,35th Middlesex,,Total Votes Cast,904
Yarmouth,,,U.S. House,10th,Republican,Blank Votes,99
Conway,,,U.S. House,1st,Democratic,John W. Olver,39
Leverett,,,U.S. Senate,,Democratic,All Others,1
Andover,,,State Senate,2nd Essex and Middlesex,,Total Votes Cast,1094
Colrain,,,Governor's Council,8th,Democratic,All Others,0
Bellingham,,,U.S. House,2nd,Democratic,Total Votes Cast,294
Medford,,,Governor's Council,6th,Democratic,Michael J. Callahan,3742
Sunderland,,,U.S. House,1st,Democratic,Blank Votes,1
Salisbury,,,Governor's Council,5th,Democratic,All Others,2
Nantucket,,,U.S. House,10th,Democratic,Blank Votes,39
TOTALS,,,State House,37th Middlesex,Democratic,All Others,26
Millbury,,,U.S. House,2nd,Democratic,Joseph R. Fountain,95
Dennis,,,State Senate,Cape and Islands,Republican,Total Votes Cast,520
W. Stockbridge,,,U.S. Senate,,Republican,Total Votes Cast,21
Peabody,,,U.S. House,6th,Democratic,Total Votes Cast,2452
Concord,,,U.S. Senate,,Republican,Total Votes Cast,190
Adams,,,U.S. House,1st,Democratic,Blank Votes,24
Braintree,,,U.S. Senate,,Libertarian,Blank Votes,0
Randolph,,,State House,6th Norfolk,Democratic,Total Votes Cast,326
W. Bridgewater,,,U.S. House,4th,Republican,Total Votes Cast,179
Mattapoisett,,,State Senate,1st Plymouth and Bristol,Democratic,Marc R. Pacheco,233
Clinton,,,U.S. Senate,,Democratic,All Others,29
Avon,,,State House,6th Norfolk,Libertarian,Blank Votes,3
Carlisle,,,Governor's Council,3rd,Democratic,Manlyn Petitto M. Devaney,77
Sterling,,,State Senate,Worcester and Middlesex,Democratic,Total Votes Cast,198
Beverly,,,State House,6th Essex,Republican,Total Votes Cast,559
New Salem,,,U.S. House,1st,Republican,All Others,0
Brookfield,,,U.S. Senate,,Republican,"Jack E. Robinson, III",30
Phillipston,,,U.S. House,1st,Democratic,All Others,0
Milford,,,U.S. Senate,,Libertarian,Blank Votes,2
Harvard,,,U.S. Senate,,Libertarian,Total Votes Cast,2
TOTALS,,,State House,11th Suffolk,Democratic,Total Votes Cast,884
Lee,,,U.S. House,1st,Democratic,All Others,0
Erving,,,U.S. Senate,,Democratic,Blank Votes,4
Plainfield,,,U.S. Senate,,Democratic,Total Votes Cast,23
N. Andover,,,U.S. Senate,,Libertarian,Blank Votes,0
Ashland,,,U.S. Senate,,Democratic,Edward M. Kennedy,164
Malden,,,U.S. Senate,,Democratic,All Others,35
W. Boylston,,,U.S. House,3rd,Democratic,All Others,8
Millis,,,U.S. House,4th,Democratic,Blank Votes,15
Egremont,,,U.S. Senate,,Republican,"Jack E. Robinson, III",9
Cohasset,,,Governor's Council,4th,Democratic,All Others,4
Kingston,,,State Senate,Plymouth and Barnstable,Democratic,Blank Votes,76
Richmond,,,State House,2nd Berkshire,Democratic,Andrew Baker,13
Hingham,,,State Senate,Plymouth and Norfolk,Republican,Blank Votes,93
Merrimac,,,Governor's Council,5th,Democratic,Blank Votes,21
Framingham,,,State House,7th Middlesex,Democratic,Blank Votes,262
Framingham,,,State House,7th Middlesex,Republican,John P. Kirwan,141
TOTALS,,,State House,10th Hampden,Democratic,Total Votes Cast,990
Winchendon,,,State House,1st Worcester,Democratic,David C. Bunker,71
Cheshire,,,Governor's Council,8th,Republican,Total Votes Cast,18
Holyoke,,,State House,6th Hampden,Democratic,Blank Votes,134
Lee,,,U.S. Senate,,Democratic,Total Votes Cast,115
Georgetown,,,State House,2nd Essex,Democratic,Blank Votes,13
Rochester,,,U.S. Senate,,Libertarian,Carla A. Howell,2
Hatfield,,,State House,1st Hampshire,,Total Votes Cast,58
Cheshire,,,State House,2nd Berkshire,Republican,Shaun P. Kelly,18
Dudley,,,State House,7th Worcester,Republican,Total Votes Cast,27
Hardwick,,,U.S. Senate,,Republican,All Others,0
Bellingham,,,State Senate,Worcester and Norfolk,Democratic,Blank Votes,46
TOTALS,,,State House,4th Middlesex,Democratic,Blank Votes,139
Plympton,,,State Senate,Plymouth and Barnstable,Democratic,All Others,1
Easthampton,,,Governor's Council,8th,Democratic,Edward M. O'Brien,166
Wendell,,,U.S. Senate,,Libertarian,Total Votes Cast,1
Westhampton,,,Governor's Council,8th,Democratic,All Others,0
Plainville,,,State House,14th Bristol,Republican,Blank Votes,14
Mattapoisett,,,U.S. House,4th,Democratic,Total Votes Cast,298
Lexington,,,State Senate,4th Middlesex,Democratic,"Robert A. Havern, III",446
S. Hadley,,,U.S. Senate,,Libertarian,Total Votes Cast,1
Sheffield,,,Governor's Council,8th,Republican,Blank Votes,10
Fairhaven,,,U.S. House,4th,Libertarian,Blank Votes,0
Wilmington,,,State House,23rd Middlesex,Democratic,Total Votes Cast,149
Stow,,,State Senate,Middlesex and Worcester,Democratic,Blank Votes,24
Methuen,,,State Senate,3rd Essex,Democratic,Blank Votes,764
Chatham,,,U.S. Senate,,Republican,"Jack E. Robinson, III",119
Warwick,,,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Stephen M. Brewer,23
Ashby,,,U.S. Senate,,Republican,Total Votes Cast,35
Hancock,,,Governor's Council,8th,Democratic,All Others,0
TOTALS,,,State House,12th Plymouth,Republican,All Others,6
Foxborough,,,State Senate,"Norfolk, Bristol and Plymouth",Democratic,James E. Timilty,503
Newburyport,,,State House,1st Essex,Democratic,Total Votes Cast,994
Fairhaven,,,U.S. House,4th,Republican,Blank Votes,31
Plainville,,,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Blank Votes,13
Dalton,,,Governor's Council,8th,Republican,Total Votes Cast,47
Somerville,,,State House,30th Middlesex,,Total Votes Cast,2224
Palmer,,,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Total Votes Cast,161
W. Springfield,,,State Senate,Hampden,Democratic,Blank Votes,103
Acushnet,,,U.S. House,4th,,All Others,1
Great Barrington,,,U.S. Senate,,Democratic,Total Votes Cast,81
Concord,,,State House,14th Middlesex,Democratic,Cory Atkins,517
Mattapoisett,,,State House,10th Bristol,Democratic,Blank Votes,34
Leominster,,,U.S. Senate,,Republican,All Others,2
Townsend,,,U.S. Senate,,Republican,"Jack E. Robinson, III",88
Boston,,,State House,9th Suffolk,,Total Votes Cast,2
Hudson,,,U.S. Senate,,Republican,Blank Votes,45
TOTALS,,,State House,8th Bristol,Democratic,Blank Votes,651
Maynard,,,U.S. Senate,,Democratic,All Others,2
Blackstone,,,State House,10th Norfolk,Democratic,Blank Votes,16
Chicopee,,,U.S. Senate,,Libertarian,Blank Votes,0
Sandwich,,,U.S. Senate,,Republican,"Jack E. Robinson, III",380
Dartmouth,,,U.S. Senate,,Democratic,Blank Votes,209
Norfolk,,,U.S. Senate,,Libertarian,Blank Votes,0
Charlemont,,,U.S. Senate,,Republican,Total Votes Cast,15
Gill,,,Governor's Council,8th,Democratic,Blank Votes,2
Wareham,,,U.S. House,4th,Republican,All Others,9
Wayland,,,Governor's Council,3rd,Democratic,Total Votes Cast,457
TOTALS,,,State House,17th Worcester,Democratic,Blank Votes,588
TOTALS,,,State House,2nd Plymouth,Republican,Rose Renee Fernandes,738
TOTALS,,,State House,18th Suffolk,Democratic,Total Votes Cast,1114
Peru,,,U.S. House,1st,Democratic,Total Votes Cast,4
Rowe,,,U.S. House,1st,Democratic,Total Votes Cast,14
TOTALS,,,State Senate,1st Middlesex,Democratic,Blank Votes,810
Chilmark,,,U.S. Senate,,Republican,"Jack E. Robinson, III",19
Worthington,,,Governor's Council,8th,Democratic,All Others,0
Saugus,,,U.S. Senate,,Libertarian,All Others,0
Hamilton,,,U.S. House,6th,Democratic,John F. Tierney,122
Hinsdale,,,U.S. House,1st,Democratic,Total Votes Cast,17
Sudbury,,,State Senate,5th Middlesex,Republican,All Others,2
Swampscott,,,Governor's Council,5th,Democratic,Blank Votes,302
Avon,,,U.S. House,10th,Republican,Eric V. Bleicken,35
Oak Bluffs,,,U.S. Senate,,Republican,All Others,0
Woburn,,,State Senate,4th Middlesex,Libertarian,Blank Votes,1
Bourne,,,U.S. Senate,,Republican,"Jack E. Robinson, III",314
Raynham,,,State Senate,1st Plymouth and Bristol,Democratic,Blank Votes,35
Northbridge,,,Governor's Council,7th,Democratic,All Others,0
Seekonk,,,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Blank Votes,25
Otis,,,U.S. Senate,,Libertarian,All Others,0
Northfield,,,State House,2nd Franklin,Democratic,John F. Merrigan,28
Springfield,,,U.S. Senate,,Libertarian,Total Votes Cast,1
Methuen,,,State House,16th Essex,Democratic,Total Votes Cast,97
Seekonk,,,U.S. Senate,,Libertarian,All Others,0
Merrimac,,,U.S. House,6th,Democratic,All Others,0
Goshen,,,State Senate,Hampshire and Franklin,Democratic,Stanley C. Rosenberg,33
N. Reading,,,U.S. Senate,,Libertarian,Blank Votes,0
Malden,,,State Senate,3rd Middlesex,Republican,Blank Votes,39
Dudley,,,State House,7th Worcester,Republican,All Others,0
Chilmark,,,State House,"Barnstable, Dukes and Nantucket",Democratic,Blank Votes,6
Dennis,,,State Senate,Cape and Islands,Democratic,Blank Votes,81
Sandwich,,,State Senate,Plymouth and Barnstable,Democratic,Blank Votes,62
Brockton,,,Governor's Council,2nd,Democratic,Blank Votes,841
N. Brookfield,,,U.S. Senate,,Republican,Total Votes Cast,64
N. Reading,,,U.S. House,6th,Democratic,All Others,2
Weston,,,State House,14th Norfolk,Republican,All Others,0
Winchester,,,U.S. House,7th,Democratic,Edward J. Markey,865
TOTALS,,,State House,1st Middlesex,Democratic,Total Votes Cast,1190
Southbridge,,,U.S. Senate,,Democratic,All Others,0
Revere,,,U.S. House,7th,Democratic,Total Votes Cast,1880
TOTALS,,,State House,15th Worcester,Democratic,Vincent A. Pedone,2592
Fitchburg,,,State House,3rd Worcester,Democratic,Emile J. Goguen,691
Westfield,,,Governor's Council,8th,Republican,All Others,2
Scituate,,,U.S. Senate,,Democratic,Total Votes Cast,1686
Southwick,,,U.S. House,1st,Democratic,John W. Olver,44
Upton,,,U.S. Senate,,Republican,All Others,0
Dalton,,,U.S. House,1st,Democratic,John W. Olver,73
TOTALS,,,State House,16th Essex,Democratic,Blank Votes,633
Provincetown,,,U.S. Senate,,Libertarian,All Others,0
TOTALS,,,State House,13th Middlesex,Republican,Total Votes Cast,619
Mashpee,,,State House,3rd Barnstable,Democratic,Matthew C. Patrick,197
Brockton,,,U.S. Senate,,Libertarian,Carla A. Howell,7
Methuen,,,U.S. House,5th,Democratic,Blank Votes,246
Douglas,,,U.S. Senate,,Democratic,Edward M. Kennedy,80
Northampton,,,State House,1st Hampshire,Democratic,"William P. Nagle, Jr.",551
TOTALS,,,State House,8th Essex,Libertarian,All Others,0
Boston,,,State House,15th Suffolk,,All Others,0
Adams,,,Governor's Council,8th,,Total Votes Cast,33
Paxton,,,State House,13th Worcester,,All Others,0
Groton,,,U.S. Senate,,Republican,Total Votes Cast,288
Beverly,,,State Senate,2nd Essex,Democratic,Frederick E. Berry,2172
Salem,,,U.S. House,6th,Republican,Blank Votes,35
Kingston,,,U.S. House,10th,Democratic,All Others,0
Edgartown,,,State Senate,Cape and Islands,Republican,Total Votes Cast,47
Wayland,,,State House,13th Middlesex,Democratic,Judith Deutsch,365
TOTALS,,,State House,30th Middlesex,Democratic,Patricia D. Jehlen,1607
Sharon,,,U.S. Senate,,Republican,"Jack E. Robinson, III",38
TOTALS,,,State House,16th Worcester,Democratic,Blank Votes,696
Whitman,,,U.S. Senate,,Libertarian,Blank Votes,1
Lee,,,Governor's Council,8th,Republican,All Others,0
Newton,,,State House,12th Middlesex,,All Others,4
Hawley,,,State House,2nd Berkshire,Republican,Total Votes Cast,12
TOTALS,,,State Senate,5th Middlesex,Democratic,All Others,27
Nantucket,,,State House,"Barnstable, Dukes and Nantucket",Democratic,Blank Votes,44
Northborough,,,U.S. Senate,,Libertarian,All Others,0
Plainville,,,State Senate,"Norfolk, Bristol and Middlesex",Republican,All Others,0
Chester,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,Blank Votes,1
Norfolk,,,U.S. House,4th,Democratic,Barney Frank,119
Maynard,,,State House,13th Middlesex,Democratic,Judith Deutsch,218
Winchendon,,,U.S. Senate,,Democratic,Total Votes Cast,88
Sandwich,,,U.S. House,10th,Republican,Total Votes Cast,547
Northborough,,,State Senate,Middlesex and Worcester,Libertarian,All Others,0
Medway,,,State House,8th Middlesex,Democratic,Kelly Roney,45
Lawrence,,,U.S. Senate,,Democratic,Edward M. Kennedy,3153
Newburyport,,,U.S. Senate,,Democratic,Total Votes Cast,994
S. Hadley,,,U.S. House,2nd,Democratic,Blank Votes,11
TOTALS,,,State House,34th Middlesex,Democratic,Blank Votes,282
Oak Bluffs,,,Governor's Council,1st,Democratic,Total Votes Cast,144
Brookline,,,State House,8th Suffolk,Republican,M. Hannah Meehan,20
Lynn,,,Governor's Council,5th,Democratic,Mary-Ellen Manning,2060
Whately,,,State Senate,Hampshire and Franklin,Democratic,Stanley C. Rosenberg,34
Pepperell,,,State Senate,1st Middlesex,Libertarian,Total Votes Cast,6
Blackstone,,,U.S. House,2nd,Democratic,Joseph R. Fountain,42
Medfield,,,U.S. Senate,,Republican,Blank Votes,37
Harwich,,,U.S. Senate,,Libertarian,All Others,0
Randolph,,,U.S. Senate,,Democratic,Edward M. Kennedy,780
Stockbridge,,,U.S. House,1st,Democratic,Total Votes Cast,24
Richmond,,,U.S. Senate,,Republican,Blank Votes,4
Scituate,,,State Senate,Plymouth and Norfolk,Democratic,Ted LeClair,1078
Hamilton,,,U.S. Senate,,Republican,"Jack E. Robinson, III",129
Savoy,,,U.S. Senate,,Democratic,Total Votes Cast,12
Reading,,,State House,34th Middlesex,,Total Votes Cast,79
Grafton,,,State Senate,2nd Worcester,Democratic,All Others,1
Billerica,,,U.S. Senate,,Republican,"Jack E. Robinson, III",249
Hamilton,,,State Senate,1st Essex and Middlesex,Republican,Total Votes Cast,197
Petersham,,,U.S. Senate,,Democratic,All Others,1
Pepperell,,,U.S. Senate,,Democratic,Total Votes Cast,344
Worcester,,,U.S. Senate,,Libertarian,Total Votes Cast,25
Watertown,,,U.S. House,8th,Democratic,All Others,12
Wrentham,,,State Senate,"Norfolk, Bristol and Middlesex",Republican,All Others,1
Blackstone,,,U.S. Senate,,Republican,Total Votes Cast,31
Hadley,,,State Senate,Hampshire and Franklin,Democratic,Total Votes Cast,56
Hubbardston,,,U.S. House,1st,Republican,All Others,0
Fitchburg,,,U.S. Senate,,Libertarian,Blank Votes,0
Wakefield,,,U.S. Senate,,Libertarian,All Others,0
Lee,,,State House,4th Berkshire,Democratic,Total Votes Cast,115
Taunton,,,Governor's Council,1st,Democratic,John Thomas Saunders,400
Oxford,,,U.S. Senate,,Republican,Blank Votes,57
TOTALS,,,State House,6th Bristol,Democratic,Blank Votes,1069
TOTALS,,,State House,10th Plymouth,Democratic,Christine E. Canavan,1261
Barnstable,,,State House,2nd Barnstable,Republican,Lawrence A. Zalis,711
Middleton,,,State House,22nd Middlesex,Republican,Total Votes Cast,113
Hopkinton,,,State House,8th Middlesex,Democratic,Total Votes Cast,652
Mount Washington,,,Governor's Council,8th,Democratic,Total Votes Cast,9
Sturbridge,,,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Blank Votes,126
Marlborough,,,U.S. House,5th,Democratic,Blank Votes,41
Wellesley,,,State Senate,"Norfolk, Bristol and Middlesex",Democratic,All Others,2
TOTALS,,,State House,13th Middlesex,Republican,Susan W. Pope,553
Monson,,,U.S. House,2nd,Democratic,All Others,0
Randolph,,,State House,7th Norfolk,Democratic,"Walter F. Timilty, Jr.",409
