town,ward,precinct,office,district,party,candidate,votes
Arlington,-,6,State Senate,4th Middlesex, (Write-In),Michael Paul Robbins,3
Walpole,-,2,U.S. Senate,,,Blanks,72
Pepperell,-,1,U.S. Senate,,,Blanks,69
Worcester,4,3,Governor's Council, 7th,,Blanks,168
Brookline,-,3,U.S. House,4th,Democratic,Jake Auchincloss,1602
Billerica,-,4,U.S. House,6th,,Blanks,53
Somerville,7,1,U.S. House,7th,,Blanks,68
Boston,1,3,State House,1st Suffolk,,All Others,25
Bridgewater,-,7,U.S. Senate,,,Total Votes Cast,2290
Falmouth,-,8,Governor's Council, 1st,,Total Votes Cast,2357
Saugus,-,6,State House,9th Essex,,All Others,5
Becket,-,1,Governor's Council, 8th,,All Others,13
Danvers,-,8,State House,13th Essex,Democratic,Sally P. Kerans,976
Sutton,-,2,U.S. Senate,,Republican,Kevin J. O'Connor,1066
Wayland,-,2,State House,13th Middlesex,Republican,Ingrid I. Centurion,585
Springfield,3,F,Governor's Council, 8th,,All Others,12
Easthampton,-,4,State Senate,2nd Hampden and Hampshire,Republican,John Francis Cain,78
Fall River,2,A,President,,Democratic,"Joseph R. Biden, Jr.",518
Charlemont,-,1,U.S. Senate,,Democratic,Edward J. Markey,492
Plymouth,-,10,President,,Democratic,"Joseph R. Biden, Jr.",888
Attleboro,4,B,Governor's Council, 2nd,,Total Votes Cast,2620
Arlington,-,9,President,,Green-Rainbow,Howard Hawkins,5
Hudson,-,1,U.S. Senate,,Republican,Kevin J. O'Connor,595
Springfield,7,C,U.S. Senate,,,Blanks,70
Lowell,7,3,President,,Republican,Donald J. Trump,242
Attleboro,6,A,Governor's Council, 2nd,,Blanks,551
Great Barrington,-,D,President,,,All Others,6
Springfield,5,B,U.S. Senate,,,Blanks,36
Whitman,-,3,President,,,Total Votes Cast,2076
Chatham,-,1,President,,,No Preference,0
Winchester,-,4,U.S. Senate,,Republican,Kevin J. O'Connor,594
Billerica,-,7,State House,22nd Middlesex,Republican,Marc T. Lombardo,1014
Boston,21,15,President,,,All Others,7
Springfield,1,G,State House,10th Hampden,Democratic,Carlos Gonzalez,570
Chicopee,4,B,President,,Green-Rainbow,Howard Hawkins,8
Taunton,1,B,State House,3rd Bristol,Democratic,Carol A. Doherty,254
Chicopee,9,B,State House,8th Hampden,Democratic,Joseph F. Wagner,1407
Holliston,-,4,State House,8th Middlesex,,All Others,37
Barnstable,-,4,State Senate,Cape and Islands,,All Others,2
Boston,18,8,President,,Green-Rainbow,Howard Hawkins,4
Chicopee,1,B,State Senate,1st Hampden and Hampshire,,All Others,33
Savoy,-,1,State House,2nd Berkshire,,All Others,0
Pembroke,-,2,State Senate,Plymouth and Barnstable,,All Others,0
Worcester,1,2,President,,Republican,Donald J. Trump,836
Malden,6,1,State House,33rd Middlesex,,Total Votes Cast,1819
Attleboro,1,B,U.S. Senate,,,Total Votes Cast,1925
Kingston,-,2,President,,,Blanks,11
Andover,-,3,U.S. Senate,,,All Others,6
Gloucester,2,2,Governor's Council, 5th,,All Others,22
Agawam,-,2,U.S. House,1st,,Total Votes Cast,2215
Northborough,-,3,U.S. House,2nd,,All Others,0
Andover,-,5,State House,18th Essex,,All Others,3
Brockton,1,B,State House,11th Plymouth,,All Others,2
Norwood,-,1,Governor's Council, 2nd,Democratic,Robert L. Jubinville,1512
Attleboro,3,B,U.S. Senate,, (Write-In),Shiva Ayyadurai,15
TOTALS,,,Governor's Council, 4th,,Total Votes Cast,437601
Raynham,-,1A,U.S. Senate,,Democratic,Edward J. Markey,111
Everett,5,1,State Senate,Middlesex and Suffolk,Democratic,Sal N. DiDomenico,1070
Westford,-,5,State Senate,1st Middlesex,Democratic,"Edward J. Kennedy, Jr",1811
Westwood,-,4,State House,11th Norfolk,,Total Votes Cast,2645
Belmont,-,5,U.S. House,5th,Republican,Caroline Colarusso,380
Boston,8,4,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",21
Sterling,-,1,President,,,Total Votes Cast,2645
Brockton,6,C,President,,,All Others,5
Gloucester,2,1,Governor's Council, 5th,,All Others,31
Wareham,-,1,State House,2nd Plymouth,Republican,Susan Williams Gifford,1405
Quincy,3,3,U.S. Senate,,,All Others,7
Westwood,-,2,President,,Green-Rainbow,Howard Hawkins,12
Hanson,-,1,U.S. House,9th,Republican,Helen Brady,1030
Hudson,-,5,State House,3rd Middlesex,,Blanks,484
Leominster,2,A,Governor's Council, 7th,,All Others,11
Framingham,-,11,U.S. House,5th,,All Others,3
Malden,8,1,President,,,Blanks,10
Swansea,-,1,President,,,No Preference,0
Millbury,-,1,President,,,Total Votes Cast,2015
Lawrence,A,2,Governor's Council, 5th,Democratic,Eileen R. Duff,618
Gloucester,2,1,President,,,Blanks,12
Holliston,-,2,President,,Libertarian,Jo Jorgensen,39
Bridgewater,-,4,U.S. Senate,,,Blanks,45
Springfield,7,E,Governor's Council, 8th,Democratic,Mary E. Hurley,687
Lynn,6,1,President,,Republican,Donald J. Trump,225
Brockton,3,A,State House,9th Plymouth,,Blanks,221
Boston,13,1,Governor's Council, 4th,,Blanks,125
Groton,-,1,President,,Democratic,"Joseph R. Biden, Jr.",1735
Franklin,-,1,Governor's Council, 2nd,Democratic,Robert L. Jubinville,1478
Hingham,-,1,State House,3rd Plymouth,,Total Votes Cast,2756
Marlborough,6,2,U.S. House,3rd,Democratic,Lori Loureiro Trahan,1247
Westminster,-,1,Governor's Council, 7th,,All Others,51
Hopkinton,-,2,State House,8th Middlesex,,Total Votes Cast,2576
Amherst,-,9,U.S. Senate,,Republican,Kevin J. O'Connor,82
Worcester,9,5,President,,,Blanks,19
Burlington,-,5,U.S. Senate,, (Write-In),Shiva Ayyadurai,25
Winthrop,-,4,U.S. House,5th,,Blanks,107
Great Barrington,-,D,State House,4th Berkshire,,All Others,7
Ipswich,-,3,State House,4th Essex,,All Others,5
Worcester,6,1,U.S. Senate,,,Total Votes Cast,841
Springfield,3,B,President,,,No Preference,0
Fall River,6,A,President,,Libertarian,Jo Jorgensen,15
Concord,-,1,President,,Republican,Donald J. Trump,354
Beverly,2,1,President,,,All Others,3
Quincy,6,1,U.S. Senate,,,Total Votes Cast,1402
Duxbury,-,1,Governor's Council, 4th,,Blanks,625
Boston,20,15,State Senate,Norfolk and Suffolk,,Total Votes Cast,1499
Brockton,4,A,President,,,Total Votes Cast,892
Framingham,-,3,U.S. Senate,,Democratic,Edward J. Markey,1597
Braintree,-,3B,President,,,No Preference,0
Dracut,-,6A,President,,,Blanks,0
Marshfield,-,6,President,,,Total Votes Cast,2815
Somerville,1,3,President,,Republican,Donald J. Trump,223
Lawrence,C,4,President,,,No Preference,0
Peru,-,1,Governor's Council, 8th,,Total Votes Cast,535
Danvers,-,3,State House,13th Essex,Unenrolled,William J. Bates,176
N. Adams,4,4,Governor's Council, 8th,Democratic,Mary E. Hurley,997
Boston,18,4,President,,Libertarian,Jo Jorgensen,5
Boston,18,13,President,,Democratic,"Joseph R. Biden, Jr.",621
Littleton,-,3,President,,Green-Rainbow,Howard Hawkins,11
Worcester,9,4,U.S. House,2nd,Republican,Tracy Lyn Lovvorn,566
Wilbraham,-,D,President,,,Total Votes Cast,2399
Somerville,6,1,U.S. Senate,, (Write-In),Shiva Ayyadurai,5
Boston,16,7,U.S. Senate,,Democratic,Edward J. Markey,656
Charlton,-,4,Governor's Council, 7th,,Total Votes Cast,1963
Oxford,-,3,President,,Green-Rainbow,Howard Hawkins,8
Worcester,9,3,U.S. Senate,,,Total Votes Cast,1522
Randolph,-,5,State House,1st Norfolk,Democratic,Bruce J. Ayers,1105
Peabody,3,3,Governor's Council, 5th,Democratic,Eileen R. Duff,1170
Northbridge,-,2,President,,Democratic,"Joseph R. Biden, Jr.",1209
Lowell,3,3,U.S. Senate,, (Write-In),Shiva Ayyadurai,7
Framingham,-,8,President,,,Blanks,13
Boston,20,20,Governor's Council, 2nd,Democratic,Robert L. Jubinville,1029
Arlington,-,16,President,,Democratic,"Joseph R. Biden, Jr.",1083
Brookline,-,10,U.S. Senate,,Democratic,Edward J. Markey,1698
Boston,6,3,State Senate,1st Suffolk,,Total Votes Cast,1595
Petersham,-,1,President,,Republican,Donald J. Trump,321
Southbridge,-,1,State Senate,Worcester and Norfolk,Democratic,Christine Crean,737
Everett,4,1,State Senate,Middlesex and Suffolk,Democratic,Sal N. DiDomenico,1091
Sandwich,-,4,State Senate,Plymouth and Barnstable,,Blanks,0
Arlington,-,10,U.S. Senate,, (Write-In),Shiva Ayyadurai,2
Boston,14,8,Governor's Council, 4th,,Blanks,108
TOTALS,,,State House,9th Bristol,,Blanks,5817
Framingham,-,8,State House,7th Middlesex,Democratic,Jack Patrick Lewis,1703
Stoughton,-,8,State House,6th Norfolk,,All Others,5
Westwood,-,4,U.S. Senate,, (Write-In),Shiva Ayyadurai,13
Marshfield,-,7,State Senate,Plymouth and Norfolk,,All Others,0
Springfield,7,A,U.S. House,1st,Democratic,Richard E. Neal,929
Boston,15,7,U.S. Senate,,Republican,Kevin J. O'Connor,41
Middleborough,-,4,State Senate,1st Plymouth and Bristol,Democratic,Marc R. Pacheco,1329
Abington,-,4,Governor's Council, 4th,,Total Votes Cast,2088
Winchester,-,8,State Senate,5th Middlesex,,All Others,22
Methuen,-,3,President,,,No Preference,0
Belmont,-,4,President,,Green-Rainbow,Howard Hawkins,18
Wakefield,-,1,U.S. House,6th,Republican,John Paul Moran,971
Lakeville,-,2,State Senate,1st Bristol and Plymouth,Democratic,Michael J. Rodrigues,1418
Norwood,-,3,Governor's Council, 2nd,,Blanks,592
Norwell,-,2,U.S. House,9th,Republican,Helen Brady,1050
Methuen,-,4,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
Boston,17,12,Governor's Council, 4th,,Total Votes Cast,739
Mansfield,-,5,State House,14th Bristol,Democratic,Adam J. Scanlon,1326
Easthampton,-,4,President,,,No Preference,0
Boston,22,5,U.S. House,7th,Democratic,Ayanna S. Pressley,742
Somerville,4,3,President,,Republican,Donald J. Trump,246
Bellingham,-,3,U.S. House,4th,Republican,Julie A. Hall,955
Fitchburg,1,B,U.S. Senate,,,Total Votes Cast,1335
Everett,4,2,U.S. Senate,,,All Others,3
Lakeville,-,2,U.S. Senate,,Republican,Kevin J. O'Connor,1272
Malden,7,1,State House,35th Middlesex,,All Others,24
Somerset,-,1,U.S. Senate,,Republican,Kevin J. O'Connor,1031
Waltham,7,2,U.S. House,5th,,Total Votes Cast,624
Gardner,3,A,State House,2nd Worcester,,All Others,0
Hawley,-,1,U.S. House,1st,,Total Votes Cast,231
Lynn,3,1,State Senate,3rd Essex,,Total Votes Cast,1513
Cambridge,4,1,U.S. Senate,,,All Others,1
Walpole,-,6,State Senate,Bristol and Norfolk,,All Others,15
Boston,20,11,Governor's Council, 2nd,,Blanks,223
Norwell,-,2,State House,5th Plymouth,Democratic,Emmanuel J. Dockter,1097
Milford,-,1,U.S. Senate,,,All Others,3
Clinton,-,3,U.S. Senate,,Republican,Kevin J. O'Connor,771
Hanson,-,3,Governor's Council, 4th,Democratic,"Christopher A. Iannella, Jr.",1453
Boston,6,7,President,,Democratic,"Joseph R. Biden, Jr.",948
TOTALS,,,President,,,All Others,16327
Great Barrington,-,C,Governor's Council, 8th,,All Others,11
TOTALS,,,State House,7th Suffolk,,All Others,135
New Bedford,4,C,President,,,No Preference,0
Plymouth,-,15,U.S. Senate,, (Write-In),Shiva Ayyadurai,15
N. Andover,-,2,State Senate,1st Essex,,Total Votes Cast,2298
Boston,12,3,President,,Green-Rainbow,Howard Hawkins,3
Quincy,6,1,U.S. Senate,,,All Others,10
Lincoln,-,2,President,,Green-Rainbow,Howard Hawkins,6
Cambridge,4,2,President,,,No Preference,0
Shrewsbury,-,9,State Senate,2nd Worcester,,Total Votes Cast,1537
Westfield,5,A,State Senate,2nd Hampden and Hampshire,,All Others,2
Boston,17,7,U.S. House,7th, (Write-In),Rayla Danella Campbell,0
Malden,1,1,Governor's Council, 6th,,Total Votes Cast,1343
Northampton,5,B,Governor's Council, 8th,,Total Votes Cast,1265
N. Brookfield,-,1,State Senate,"Worcester, Hampden, Hampshire and Middlesex",,All Others,0
Burlington,-,1,President,,Green-Rainbow,Howard Hawkins,11
Boston,11,6,Governor's Council, 4th,,Blanks,149
Holyoke,1,B,State House,5th Hampden,Democratic,Patricia A. Duffy,641
Waltham,1,2,State Senate,3rd Middlesex,,Blanks,668
Springfield,1,E,President,,Republican,Donald J. Trump,172
Salem,4,1,State Senate,2nd Essex,,Blanks,348
Reading,-,1,State Senate,5th Middlesex,,Total Votes Cast,2319
Pembroke,-,4,President,,Republican,Donald J. Trump,1083
Stoneham,-,2,Governor's Council, 6th,,All Others,28
Saugus,-,8,U.S. House,6th,Democratic,Seth W. Moulton,861
Boston,18,17,U.S. House,7th,Democratic,Ayanna S. Pressley,972
Braintree,-,1A,State House,5th Norfolk,,All Others,2
Holyoke,4,A,President,,,No Preference,0
Newburyport,2,1,President,,Green-Rainbow,Howard Hawkins,8
Walpole,-,8,President,,,Blanks,16
N. Attleborough,-,9,State Senate,"Norfolk, Bristol and Middlesex",,Total Votes Cast,1979
Boston,20,18,President,,,All Others,6
Springfield,4,C,U.S. Senate,,,Total Votes Cast,603
Boston,17,14,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
TOTALS,,,State House,6th Plymouth,,Total Votes Cast,27773
Barnstable,-,13,State House,2nd Barnstable,,Total Votes Cast,1653
Spencer,-,2,U.S. Senate,,,All Others,0
Boston,18,22,Governor's Council, 4th,,Total Votes Cast,1399
Abington,-,3,U.S. Senate,,,All Others,3
Pittsfield,5,A,State Senate,"Berkshire, Hampshire, Franklin & Hampden",,All Others,5
Billerica,-,7,State Senate,4th Middlesex, (Write-In),Michael Paul Robbins,4
Worcester,7,2,President,,,No Preference,0
Easthampton,-,2,President,,,All Others,12
Fall River,6,C,President,,Green-Rainbow,Howard Hawkins,6
TOTALS,,,Governor's Council, 4th,,All Others,4774
Adams,-,3,State House,1st Berkshire,,Total Votes Cast,957
Norwood,-,2,State House,12th Norfolk,Democratic,John H. Rogers,1462
Lexington,-,6,State House,15th Middlesex,,All Others,12
Springfield,4,E,State Senate,Hampden,,Blanks,96
Revere,1,3,Governor's Council, 6th,,Total Votes Cast,1064
Cambridge,10,1,State House,25th Middlesex,,Blanks,297
Marlborough,6,1,State Senate,Middlesex and Worcester,Democratic,James B. Eldridge,796
Conway,-,1,U.S. Senate,,,All Others,24
Danvers,-,4,U.S. House,6th,,Blanks,55
Plympton,-,1,U.S. Senate,,,Blanks,34
Holyoke,4,A,President,,,All Others,1
Franklin,-,2,U.S. Senate,, (Write-In),Shiva Ayyadurai,18
Townsend,-,1,U.S. Senate,,,Total Votes Cast,1813
Wakefield,-,3,U.S. Senate,, (Write-In),Shiva Ayyadurai,8
Brockton,4,B,President,,,No Preference,0
Yarmouth,-,1,U.S. Senate,,,Total Votes Cast,2428
Worcester,8,4,President,,Republican,Donald J. Trump,301
Quincy,6,1,Governor's Council, 4th,,All Others,21
Billerica,-,9,U.S. House,6th,,All Others,1
Wilbraham,-,B,U.S. House,1st,,All Others,32
Quincy,4,5,Governor's Council, 4th,,Blanks,287
New Bedford,5,F,State Senate,2nd Bristol and Plymouth,Democratic,Mark C. Montigny,1101
Boston,14,5,State House,6th Suffolk,,Blanks,59
Middleborough,-,1,State House,12th Plymouth,,Blanks,190
Hanover,-,3,U.S. Senate,, (Write-In),Shiva Ayyadurai,23
Bedford,-,2,State Senate,3rd Middlesex,,Blanks,541
Bourne,-,3,U.S. Senate,,,Total Votes Cast,1219
Peabody,1,1,U.S. Senate,, (Write-In),Shiva Ayyadurai,13
Newburyport,2,1,U.S. Senate,,,All Others,0
Chelsea,4,4,Governor's Council, 6th,Democratic,Terrence W. Kennedy,467
Palmer,-,3,State House,1st Hampden,,Blanks,275
Brockton,2,B,State House,9th Plymouth,,Blanks,130
Boston,18,7,President,,,Blanks,3
Newton,1,1,U.S. Senate,,,Total Votes Cast,1511
New Bedford,6,A,President,,Democratic,"Joseph R. Biden, Jr.",662
Cambridge,4,3,President,,,Blanks,2
Petersham,-,1,President,,,No Preference,0
Quincy,4,2,Governor's Council, 4th,,Blanks,455
Concord,-,5,State House,14th Middlesex,,All Others,9
Chicopee,6,BE,Governor's Council, 8th,Democratic,Mary E. Hurley,1096
Barnstable,-,3,President,,Green-Rainbow,Howard Hawkins,9
Boston,1,11,President,,,Blanks,7
Mansfield,-,2,U.S. House,4th,,All Others,6
Melrose,5,2,President,,,All Others,4
New Bedford,3,B,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
Lawrence,D,3,U.S. House,3rd,Democratic,Lori Loureiro Trahan,513
Tyringham,-,1,Governor's Council, 8th,,Blanks,74
Dennis,-,2,President,,,Blanks,16
Taunton,2,A,U.S. Senate,, (Write-In),Shiva Ayyadurai,7
N. Attleborough,-,5,Governor's Council, 2nd,,Blanks,538
Yarmouth,-,6,U.S. Senate,,,All Others,0
Boston,6,2,U.S. Senate,,Democratic,Edward J. Markey,761
Framingham,-,5,U.S. Senate,,,Blanks,45
Rockland,-,3,U.S. Senate,,,All Others,0
N. Attleborough,-,5,President,,Green-Rainbow,Howard Hawkins,15
Amherst,-,4,U.S. House,2nd,,Blanks,11
Holliston,-,3,U.S. Senate,, (Write-In),Shiva Ayyadurai,10
Ludlow,-,1,State House,7th Hampden,,All Others,3
Milton,-,9,President,,Green-Rainbow,Howard Hawkins,9
Boston,7,9,State House,13th Suffolk,Democratic,Daniel J. Hunt,676
Amherst,-,1,State House,3rd Hampshire,,Total Votes Cast,1039
Northampton,7,A,Governor's Council, 8th,Democratic,Mary E. Hurley,1191
Falmouth,-,1,President,,,All Others,17
Woburn,3,1,Governor's Council, 3rd,,Blanks,601
Lowell,7,3,Governor's Council, 5th,,Total Votes Cast,671
Beverly,1,1,State Senate,2nd Essex,,Blanks,461
Newton,5,3,State Senate,1st Middlesex and Norfolk,Democratic,Cynthia Stone Creem,1484
New Braintree,-,1,President,,,All Others,2
Tewksbury,-,2A,President,,Democratic,"Joseph R. Biden, Jr.",1022
New Bedford,3,D,U.S. House,9th,,All Others,2
Framingham,-,11,State Senate,2nd Middlesex and Norfolk,Democratic,Karen E. Spilka,1972
Boston,17,9,U.S. House,7th, (Write-In),Rachel Nicole Miselman,0
Chelmsford,-,3,State House,16th Middlesex,,Blanks,733
Kingston,-,1,State House,12th Plymouth,Democratic,Kathleen R. Lanatra,1160
Sudbury,-,4,U.S. House,5th,Democratic,Katherine M. Clark,1840
Boston,22,6,State House,17th Suffolk,,Total Votes Cast,907
Marshfield,-,3,U.S. Senate,,Republican,Kevin J. O'Connor,1062
Taunton,6,B,U.S. Senate,, (Write-In),Shiva Ayyadurai,12
Salem,7,1,Governor's Council, 5th,,Total Votes Cast,1372
Amherst,-,9,U.S. House,2nd,,Total Votes Cast,1258
Randolph,-,7,President,,,Blanks,12
Charlton,-,1,U.S. Senate,,Republican,Kevin J. O'Connor,957
Falmouth,-,3,President,,Libertarian,Jo Jorgensen,22
Lynnfield,-,3,State House,20th Middlesex,,All Others,1
Springfield,5,D,U.S. Senate,,,Blanks,61
Medway,-,1,Governor's Council, 2nd,,Total Votes Cast,2004
Boston,19,5,Governor's Council, 4th,,Total Votes Cast,1104
Boston,7,3,President,,,Total Votes Cast,1519
Holliston,-,3,U.S. House,5th,Republican,Caroline Colarusso,690
Boston,18,21,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",35
Lunenburg,-,D,President,,,All Others,11
Falmouth,-,4,U.S. Senate,,,Total Votes Cast,2523
Revere,1,2,State House,19th Suffolk,Democratic,Robert A. DeLeo,804
Northampton,7,B,State Senate,"Hampshire, Franklin and Worcester",,Total Votes Cast,1424
Fall River,1,B,Governor's Council, 1st,,Blanks,327
Brookline,-,13,President,,Democratic,"Joseph R. Biden, Jr.",1789
Newburyport,4,1,U.S. Senate,,,Total Votes Cast,2381
Boston,4,3,U.S. Senate,,,Blanks,20
Littleton,-,3,U.S. Senate,,Democratic,Edward J. Markey,1388
Peabody,4,1,President,,Green-Rainbow,Howard Hawkins,7
Bourne,-,3,Governor's Council, 1st,,All Others,20
Springfield,3,D,U.S. House,1st, (Write-In),Alex B. Morse,0
Medford,7,1,U.S. House,5th,Democratic,Katherine M. Clark,991
Ludlow,-,3,President,,Green-Rainbow,Howard Hawkins,9
Swampscott,-,4,U.S. House,6th,Republican,John Paul Moran,368
Chelmsford,-,2,U.S. Senate,,,Blanks,62
Cambridge,8,3,U.S. Senate,,Democratic,Edward J. Markey,268
Fall River,8,C,Governor's Council, 1st,,Blanks,551
Arlington,-,15,State Senate,4th Middlesex, (Write-In),Michael Paul Robbins,0
TOTALS,,,State House,28th Middlesex,,All Others,248
Boston,4,10,President,,,All Others,0
Greenfield,-,7,U.S. Senate,,,Total Votes Cast,906
Holyoke,2,B,State Senate,2nd Hampden and Hampshire,,All Others,1
Boston,11,7,U.S. House,7th, (Write-In),Rachel Nicole Miselman,0
TOTALS,,,State House,37th Middlesex,Republican,Catherine J. Clark,8903
Lawrence,C,4,President,,Republican,Donald J. Trump,187
Mashpee,-,4,President,,Republican,Donald J. Trump,700
Taunton,8,B,Governor's Council, 1st,,Total Votes Cast,2146
Billerica,-,10,President,,,Total Votes Cast,2339
N. Adams,3,3,State Senate,"Berkshire, Hampshire, Franklin & Hampden",Democratic,Adam G. Hinds,765
Stoughton,-,5,U.S. Senate,,,All Others,0
Westford,-,1,U.S. Senate,,,Total Votes Cast,2647
Ware,-,C,President,,Green-Rainbow,Howard Hawkins,17
Boston,20,6,President,,,No Preference,0
Bourne,-,1,President,,Green-Rainbow,Howard Hawkins,8
Provincetown,-,1,President,,,Blanks,7
Barnstable,-,10,U.S. Senate,,,Total Votes Cast,2246
Ware,-,C,Governor's Council, 7th,Democratic,Paul M. Depalo,1292
Peabody,1,3,President,,,No Preference,0
Wrentham,-,3,U.S. House,4th,,Total Votes Cast,2619
Brockton,5,D,U.S. House,8th,,Blanks,124
Worcester,3,3,U.S. House,2nd,Republican,Tracy Lyn Lovvorn,333
Brockton,5,C,Governor's Council, 4th,,Blanks,230
Rowley,-,1,U.S. Senate,, (Write-In),Shiva Ayyadurai,30
Arlington,-,2,U.S. Senate,,,Total Votes Cast,1444
Boston,10,8,President,,,Total Votes Cast,1455
Lowell,4,1,State House,18th Middlesex,,Total Votes Cast,1216
Sturbridge,-,2,Governor's Council, 7th,Democratic,Paul M. Depalo,1495
Worcester,4,4,U.S. House,2nd,Republican,Tracy Lyn Lovvorn,415
Plymouth,-,13,State Senate,Plymouth and Barnstable,Republican,"James R. McMahon, III",146
Milton,-,10,State House,7th Norfolk,Democratic,"William J. Driscoll, Jr",1004
Bridgewater,-,7,Governor's Council, 1st,,Blanks,728
Groton,-,2,U.S. House,3rd,,Blanks,591
Southborough,-,2,U.S. House,5th,Republican,Caroline Colarusso,735
Swansea,-,1,U.S. Senate,,Democratic,Edward J. Markey,974
Wayland,-,3,State Senate,"Norfolk, Bristol and Middlesex",Republican,Matthew T. Kelly,507
Hanson,-,2,State House,6th Plymouth,,All Others,10
Springfield,6,A,State Senate,Hampden,,All Others,19
Newton,6,4,President,,,All Others,11
Stoughton,-,6,U.S. Senate,, (Write-In),Shiva Ayyadurai,14
Worcester,5,1,State Senate,2nd Worcester,,Blanks,196
Tewksbury,-,3A,President,,Libertarian,Jo Jorgensen,25
Stoneham,-,3,U.S. Senate,,,All Others,9
Ashland,-,3,State House,7th Middlesex,Democratic,Jack Patrick Lewis,1596
Clinton,-,2,Governor's Council, 7th,,All Others,24
Bernardston,-,1,Governor's Council, 8th,,All Others,0
Plymouth,-,15,State Senate,Plymouth and Barnstable,Democratic,Susan Lynn Moran,564
Stoneham,-,7,Governor's Council, 6th,,All Others,16
Harvard,-,1,President,,,All Others,12
Brookfield,-,1,U.S. House,1st,,All Others,71
Cambridge,5,1,State House,8th Suffolk,,Total Votes Cast,1805
Fitchburg,2,B,State House,3rd Worcester,,Blanks,63
Arlington,-,15,U.S. House,5th,,All Others,0
Stoneham,-,4,State House,31st Middlesex,Unenrolled,Elizabeth R. Harrah,411
Woburn,6,1,President,,,Total Votes Cast,1111
Boston,10,6,President,,Green-Rainbow,Howard Hawkins,9
Worcester,10,4,U.S. House,2nd,,All Others,2
Falmouth,-,9,U.S. House,9th,Unenrolled,Michael Manley,37
Holland,-,1,State House,1st Hampden,,All Others,23
TOTALS,,,State House,6th Middlesex,Democratic,Maria Duaime Robinson,17397
Weymouth,-,8,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
Plymouth,-,7,U.S. House,9th,,Total Votes Cast,2383
Waltham,2,2,State House,9th Middlesex,,All Others,1
Worcester,2,5,State House,14th Worcester,,Blanks,151
Wellesley,-,F,President,,Green-Rainbow,Howard Hawkins,4
Windsor,-,1,U.S. Senate,,Republican,Kevin J. O'Connor,161
Bedford,-,2,President,,Republican,Donald J. Trump,649
Savoy,-,1,President,,,Total Votes Cast,427
Springfield,2,C,President,,,Blanks,39
Cambridge,11,2,President,,,All Others,9
Worcester,1,3,U.S. Senate,,,Blanks,33
Templeton,-,A,State Senate,"Worcester, Hampden, Hampshire and Middlesex",,Blanks,51
TOTALS,,,State House,17th Middlesex,Democratic,Vanna Howard,12481
Fall River,1,C,U.S. House,9th,Democratic,Bill Keating,654
Cambridge,10,3,State House,29th Middlesex,Democratic,Steven C. Owens,1586
Boston,17,6,U.S. House,7th,Democratic,Ayanna S. Pressley,846
Billerica,-,10,President,,,All Others,8
Boston,2,6,U.S. Senate,,Democratic,Edward J. Markey,1168
Pittsfield,4,A,U.S. House,1st, (Write-In),Alex B. Morse,20
Boston,2,3,President,,,Total Votes Cast,1306
Norwell,-,2,U.S. Senate,,Democratic,Edward J. Markey,1348
Lynn,3,4,U.S. Senate,,,Total Votes Cast,1498
Newton,1,2,State Senate,1st Middlesex and Norfolk,,Blanks,291
Westford,-,6,President,,Green-Rainbow,Howard Hawkins,12
Cambridge,2,3,State Senate,1st Suffolk and Middlesex,,All Others,6
Westborough,-,4,Governor's Council, 3rd,,Total Votes Cast,2755
Freetown,-,1,Governor's Council, 1st,,Total Votes Cast,1834
Mansfield,-,4,President,,Democratic,"Joseph R. Biden, Jr.",1514
Chelmsford,-,1,President,,,Total Votes Cast,2503
Fitchburg,2,B,President,,Republican,Donald J. Trump,636
Amesbury,-,4,State House,1st Essex,,Total Votes Cast,1505
Needham,-,H,U.S. House,4th,Republican,Julie A. Hall,571
Boston,19,4,President,,Republican,Donald J. Trump,29
Dartmouth,-,1,U.S. House,9th,Republican,Helen Brady,1138
Lynn,2,4,State House,10th Essex,,All Others,14
Boston,1,7,U.S. House,7th, (Write-In),Claudette N. Joseph,0
Webster,-,1,State House,18th Worcester,Republican,Joseph D. Mckenna,1137
New Bedford,1,C,U.S. House,9th,Republican,Helen Brady,423
Franklin,-,8,President,,,Total Votes Cast,2645
Watertown,-,4,President,,,No Preference,0
Andover,-,4,U.S. Senate,,Republican,Kevin J. O'Connor,885
Dedham,-,6,President,,Libertarian,Jo Jorgensen,38
Somerville,7,2,President,,Libertarian,Jo Jorgensen,17
Greenfield,-,8,U.S. Senate,,,Total Votes Cast,951
Norton,-,4,U.S. Senate,,,Total Votes Cast,2565
Everett,2,2,U.S. House,7th,,All Others,14
Concord,-,4,U.S. House,3rd,Democratic,Lori Loureiro Trahan,2327
Braintree,-,1B,U.S. Senate,,,Blanks,55
Littleton,-,1,President,,,No Preference,0
Gardner,1,B,State Senate,Worcester and Middlesex,Democratic,John J. Cronin,177
Springfield,5,G,State House,9th Hampden,,Total Votes Cast,1414
Shirley,-,1,State House,37th Middlesex,,Total Votes Cast,558
Dartmouth,-,2,State Senate,2nd Bristol and Plymouth,,Total Votes Cast,1489
