town,ward,precinct,office,district,party,candidate,votes
N. Andover,-,2,U.S. Senate,,,Blanks,35
Springfield,1,C,Governor's Council, 8th,,All Others,20
Hudson,-,2,Governor's Council, 3rd,Democratic,Marilyn Petitto Devaney,1059
Maynard,-,2,Governor's Council, 3rd,,All Others,21
Lowell,4,2,Governor's Council, 5th,,All Others,1
Boston,7,6,State Senate,1st Suffolk,,Total Votes Cast,1053
Winchester,-,8,State House,31st Middlesex,,Blanks,192
Carver,-,3,State House,2nd Plymouth,,Total Votes Cast,2541
Needham,-,G,State Senate,Norfolk and Suffolk,Democratic,Michael F. Rush,1366
Fairhaven,-,2,President,,Republican,Donald J. Trump,688
Gill,-,1,President,,,Total Votes Cast,989
Northampton,7,B,State Senate,"Hampshire, Franklin and Worcester",,All Others,8
Springfield,5,E,U.S. Senate,,Democratic,Edward J. Markey,961
Medway,-,3,Governor's Council, 2nd,,Blanks,626
Boston,17,14,President,,Libertarian,Jo Jorgensen,10
Windsor,-,1,U.S. Senate,,,All Others,0
Bellingham,-,1,U.S. House,4th,Republican,Julie A. Hall,865
Webster,-,2,U.S. Senate,,,Blanks,25
Waltham,6,2,U.S. Senate,,,All Others,0
Wayland,-,3,U.S. House,5th,,Total Votes Cast,2142
Boston,11,7,U.S. House,7th, (Write-In),Claudette N. Joseph,0
Boston,4,2,Governor's Council, 3rd,,Total Votes Cast,2328
Lawrence,A,3,State House,14th Essex,,Blanks,169
S. Hadley,-,B,U.S. House,1st,,Blanks,410
Haverhill,2,2,State House,15th Essex,Democratic,Linda Dean Campbell,1074
Harvard,-,1,U.S. Senate,,,Total Votes Cast,4157
Wayland,-,4,U.S. Senate,,,Total Votes Cast,2588
Waltham,6,1,State House,9th Middlesex,Democratic,Thomas M. Stanley,1122
Agawam,-,2,U.S. Senate,,,All Others,0
Milton,-,9,State Senate,"Norfolk, Bristol and Plymouth",,All Others,22
Sterling,-,1,State House,1st Worcester,,Total Votes Cast,2645
Belmont,-,5,U.S. Senate,,,Total Votes Cast,1847
Canton,-,4,State House,6th Norfolk,,All Others,7
Lynn,4,1,State House,10th Essex,,Total Votes Cast,686
Boston,1,4,President,,,All Others,4
Framingham,-,13,U.S. House,5th,Republican,Caroline Colarusso,352
Easton,-,5,U.S. House,4th,Republican,Julie A. Hall,1175
Lowell,11,1,State House,17th Middlesex,,Total Votes Cast,1276
Brewster,-,2,Governor's Council, 1st,,All Others,7
Framingham,-,17,U.S. Senate,, (Write-In),Shiva Ayyadurai,1
Weymouth,-,13,U.S. Senate,,,Blanks,34
Brookline,-,4,Governor's Council, 3rd,,All Others,11
Swampscott,-,1,U.S. House,6th,,Blanks,44
Boston,16,1,U.S. House,7th,Democratic,Ayanna S. Pressley,562
Hanover,-,1,U.S. Senate,,,All Others,3
Tewksbury,-,2A,President,,Libertarian,Jo Jorgensen,25
Boston,5,5,State Senate,1st Suffolk and Middlesex,,Total Votes Cast,543
Marshfield,-,7,U.S. House,9th,Unenrolled,Michael Manley,29
Royalston,-,1,State House,2nd Franklin,,All Others,1
Braintree,-,5B,U.S. Senate,,Democratic,Edward J. Markey,1203
Somerville,4,1,U.S. House,7th,,Blanks,83
Gloucester,1,1,President,,Libertarian,Jo Jorgensen,18
Rockport,-,3,Governor's Council, 5th,,All Others,20
Springfield,2,F,Governor's Council, 8th,,Blanks,179
Salem,5,2,U.S. Senate,, (Write-In),Shiva Ayyadurai,1
Templeton,-,C,U.S. Senate,,,Blanks,31
Newburyport,3,1,State Senate,1st Essex,,Blanks,543
Stow,-,1,Governor's Council, 3rd,,All Others,28
Methuen,-,3,State Senate,1st Essex,Democratic,Diana DiZoglio,1600
Needham,-,I,State Senate,"Norfolk, Bristol and Middlesex",Republican,Matthew T. Kelly,416
Boston,1,14,U.S. Senate,,Republican,Kevin J. O'Connor,201
Braintree,-,4B,U.S. House,8th,,Blanks,189
Gloucester,3,2,Governor's Council, 5th,Democratic,Eileen R. Duff,1170
Douglas,-,1,Governor's Council, 7th,,Blanks,753
Sandwich,-,2,U.S. Senate,,,Blanks,42
Lynn,5,2,U.S. Senate,,Democratic,Edward J. Markey,568
Leominster,2,B,President,,Democratic,"Joseph R. Biden, Jr.",742
Bernardston,-,1,U.S. Senate,,,All Others,0
Lowell,11,3,President,,Libertarian,Jo Jorgensen,16
Lowell,10,3,U.S. House,3rd,,Total Votes Cast,639
Gloucester,3,1,State Senate,1st Essex and Middlesex,,Blanks,308
Framingham,-,3,Governor's Council, 2nd,,All Others,44
Charlton,-,1,Governor's Council, 7th, (Write-In),Peter A. Stefan,0
Princeton,-,1,President,,Libertarian,Jo Jorgensen,45
Tyngsborough,-,4,President,,Green-Rainbow,Howard Hawkins,6
Milford,-,5,Governor's Council, 7th,Democratic,Paul M. Depalo,1718
Springfield,5,G,U.S. House,1st, (Write-In),Alex B. Morse,0
Agawam,-,8,State Senate,2nd Hampden and Hampshire,,All Others,0
Marshfield,-,1,State House,4th Plymouth,,Blanks,112
Westfield,6,A,President,,Libertarian,Jo Jorgensen,43
Hull,-,3,State Senate,Plymouth and Norfolk,,Total Votes Cast,2566
Medway,-,1,State House,10th Worcester,,Blanks,607
Newburyport,3,1,President,,,Blanks,26
Hingham,-,5,State Senate,Plymouth and Norfolk,Democratic,Meg Wheeler,719
Lunenburg,-,A,U.S. Senate,,,All Others,8
Dedham,-,5,State Senate,Norfolk and Suffolk,,All Others,14
Hanson,-,3,U.S. Senate,,,Blanks,48
Millbury,-,3,State Senate,2nd Worcester,,Blanks,463
Amesbury,-,5,State House,1st Essex,Republican,James M. Kelcourse,1230
Somerville,1,3,U.S. House,7th, (Write-In),Rachel Nicole Miselman,0
Raynham,-,4,State House,8th Plymouth,,Total Votes Cast,2018
Springfield,4,E,President,,Republican,Donald J. Trump,60
Boston,13,4,State Senate,2nd Suffolk,Democratic,Sonia Rosa Chang-D?az,612
Holliston,-,4,U.S. House,5th,Republican,Caroline Colarusso,707
Boston,3,3,President,,Democratic,"Joseph R. Biden, Jr.",1055
Cambridge,9,3,President,,Libertarian,Jo Jorgensen,17
Plymouth,-,5,State Senate,Plymouth and Barnstable,,Blanks,0
Rockport,-,1,State House,5th Essex,,Total Votes Cast,1304
Westport,-,E,President,,Libertarian,Jo Jorgensen,30
Plainville,-,2,State House,9th Norfolk,,All Others,0
Medford,1,2,State Senate,2nd Middlesex,,Total Votes Cast,2025
Saugus,-,1,President,,,No Preference,0
Royalston,-,2,U.S. Senate,,,All Others,0
Boston,20,2,U.S. Senate,,Democratic,Edward J. Markey,1112
Westfield,3,A,Governor's Council, 8th,,Blanks,309
Kingston,-,1,State Senate,Plymouth and Barnstable,,Total Votes Cast,329
Everett,1,1,Governor's Council, 6th,Democratic,Terrence W. Kennedy,893
Easthampton,-,2,U.S. Senate,,,All Others,5
Springfield,2,H,U.S. House,1st,,All Others,26
Springfield,2,D,Governor's Council, 8th,,Blanks,146
Merrimac,-,2,State House,2nd Essex,,Total Votes Cast,2227
Quincy,5,5,State Senate,Norfolk and Plymouth,Democratic,John F. Keenan,943
Lowell,1,1,President,,Libertarian,Jo Jorgensen,9
Bellingham,-,4,U.S. House,4th,Republican,Julie A. Hall,779
Marshfield,-,4,Governor's Council, 4th,Democratic,"Christopher A. Iannella, Jr.",1765
Waltham,7,2,U.S. Senate,,,Blanks,14
Wellfleet,-,1,U.S. Senate,,Democratic,Edward J. Markey,1966
Edgartown,-,1,U.S. Senate,,,Blanks,69
Springfield,4,A,State House,11th Hampden,Democratic,Bud L. Williams,657
Boston,19,10,State Senate,Norfolk and Suffolk,Democratic,Michael F. Rush,1106
Norwood,-,3,U.S. House,8th,Democratic,Stephen F. Lynch,1454
Boston,1,4,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",134
Franklin,-,2,State Senate,"Norfolk, Bristol and Middlesex",,Blanks,132
Whitman,-,1,State Senate,2nd Plymouth and Bristol,,All Others,26
Lynn,6,1,U.S. Senate,,Republican,Kevin J. O'Connor,199
Lawrence,B,4,State Senate,2nd Essex and Middlesex,,All Others,28
Brookline,-,4,President,,,Total Votes Cast,1776
Stoughton,-,2,State Senate,"Norfolk, Bristol and Plymouth",Democratic,"Walter F. Timilty, Jr.",1395
Marshfield,-,2,President,,,No Preference,0
Newton,8,4,U.S. House,4th,Republican,Julie A. Hall,276
Norwood,-,9,Governor's Council, 2nd,,Total Votes Cast,2079
Wellesley,-,D,State Senate,1st Middlesex and Norfolk,Democratic,Cynthia Stone Creem,1783
Sutton,-,3,State Senate,Worcester and Norfolk,Republican,Ryan C. Fattman,1401
Springfield,5,A,State Senate,Hampden,Democratic,Adam Gomez,657
Barnstable,-,12,President,,,All Others,0
Springfield,6,E,U.S. Senate,,,Total Votes Cast,735
Pittsfield,4,B,U.S. House,1st,,Blanks,467
Norwood,-,4,President,,,All Others,16
Beverly,3,2,U.S. Senate,,,All Others,0
Springfield,4,F,Governor's Council, 8th,Democratic,Mary E. Hurley,193
Boston,20,13,U.S. House,8th,Unenrolled,Jonathan D. Lott,106
New Bedford,6,D,U.S. House,9th,,Blanks,42
Heath,-,1,Governor's Council, 8th,,Total Votes Cast,470
Oxford,-,2,State House,7th Worcester,Unenrolled,Terry Burke Dotson,609
Revere,5,3,State House,19th Suffolk,,All Others,18
Gloucester,2,2,U.S. House,6th,,All Others,7
Lynn,6,3,Governor's Council, 6th,Democratic,Terrence W. Kennedy,826
Russell,-,1,U.S. Senate,,,All Others,0
Burlington,-,7,U.S. House,6th,Republican,John Paul Moran,778
Chelsea,2,2,U.S. Senate,,,Blanks,58
Billerica,-,9,Governor's Council, 3rd,,Total Votes Cast,2238
Chicopee,9,A,President,,,Total Votes Cast,1529
Norwood,-,1,U.S. Senate,,,All Others,4
Springfield,4,H,Governor's Council, 8th,,All Others,5
Northfield,-,1,U.S. House,2nd,Democratic,James P. McGovern,1222
Plymouth,-,12,State House,1st Plymouth,Republican,Mathew J. Muratore,1490
Westfield,3,B,U.S. House,1st,,Blanks,436
Quincy,1,5,U.S. Senate,,Republican,Kevin J. O'Connor,811
Cambridge,7,1,President,,,No Preference,0
Holyoke,3,B,President,,,Total Votes Cast,1483
Hancock,-,1,Governor's Council, 8th,,All Others,0
Fall River,5,C,State House,6th Bristol,,Total Votes Cast,842
Chelsea,2,1,U.S. House,7th, (Write-In),Rachel Nicole Miselman,0
Boston,4,5,State House,9th Suffolk,,Total Votes Cast,996
Lakeville,-,2,U.S. House,4th,,All Others,4
Northampton,3,B,State Senate,"Hampshire, Franklin and Worcester",,Blanks,173
Salem,3,1,U.S. House,6th,,All Others,7
Lynn,6,2,Governor's Council, 6th,Democratic,Terrence W. Kennedy,582
Lowell,11,1,U.S. Senate,,Republican,Kevin J. O'Connor,365
Plymouth,-,15,Governor's Council, 1st,Democratic,Joseph C. Ferreira,3296
Lowell,11,3,State Senate,1st Middlesex,,Blanks,345
Medford,6,1,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
Norwell,-,2,President,,Libertarian,Jo Jorgensen,31
Boston,15,7,U.S. House,7th, (Write-In),Rayla Danella Campbell,0
Newburyport,1,1,State Senate,1st Essex,,Total Votes Cast,1635
Shrewsbury,-,9,State House,11th Worcester,Republican,Hannah E. Kane,1103
Tolland,-,1,President,,,Total Votes Cast,328
Adams,-,2,State House,1st Berkshire,Democratic,"John P. Barrett, III",739
Rockland,-,1,President,,Democratic,"Joseph R. Biden, Jr.",1021
Boston,13,8,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
Springfield,5,D,Governor's Council, 8th,,Blanks,262
Swansea,-,3,State Senate,1st Bristol and Plymouth,,All Others,37
Cambridge,7,1,State Senate,Middlesex and Suffolk,,Total Votes Cast,1845
Fairhaven,-,5,U.S. Senate,,,Blanks,58
Milford,-,6,President,,,Blanks,8
Westborough,-,5,U.S. Senate,,,Blanks,48
Andover,-,4,Governor's Council, 5th,,All Others,40
Rochester,-,1,U.S. House,9th,Democratic,Bill Keating,1832
Everett,6,1,State Senate,Middlesex and Suffolk,Democratic,Sal N. DiDomenico,1167
Brookline,-,7,Governor's Council, 3rd,,Blanks,437
Sturbridge,-,1,Governor's Council, 7th,,Total Votes Cast,2031
Dartmouth,-,3,State House,9th Bristol,,Total Votes Cast,47
New Bedford,5,A,President,,Democratic,"Joseph R. Biden, Jr.",490
Revere,6,3,Governor's Council, 6th,Democratic,Terrence W. Kennedy,715
Saugus,-,1,President,,Green-Rainbow,Howard Hawkins,5
Norwell,-,2,President,,Republican,Donald J. Trump,1039
Peabody,3,3,President,,Republican,Donald J. Trump,636
Lynn,5,3,U.S. House,6th,Republican,John Paul Moran,136
Northbridge,-,1,U.S. Senate,,Democratic,Edward J. Markey,1176
Plainfield,-,1,State Senate,"Berkshire, Hampshire, Franklin & Hampden",,All Others,5
Milford,-,5,State Senate,Worcester and Norfolk,Republican,Ryan C. Fattman,1322
Boston,14,1,President,,Libertarian,Jo Jorgensen,8
Falmouth,-,1,Governor's Council, 1st,,Blanks,743
Worcester,10,1,U.S. Senate,, (Write-In),Shiva Ayyadurai,2
Dunstable,-,1,President,,Libertarian,Jo Jorgensen,46
Swansea,-,4,Governor's Council, 1st,Democratic,Joseph C. Ferreira,1447
Tewksbury,-,3A,U.S. Senate,,Democratic,Edward J. Markey,1476
Palmer,-,2,U.S. Senate,,,Blanks,64
Chelsea,1,2,President,,,Blanks,5
Framingham,-,14,State Senate,2nd Middlesex and Norfolk,,All Others,19
Everett,1,2,Governor's Council, 6th,Democratic,Terrence W. Kennedy,816
New Bedford,4,E,President,,,Blanks,7
Melrose,3,1,President,,,All Others,10
Fall River,9,C,U.S. House,4th,,All Others,0
TOTALS,,,State House,11th Suffolk,,Total Votes Cast,21086
Shrewsbury,-,8,U.S. House,2nd,,Total Votes Cast,2489
Somerville,1,3,U.S. House,7th, (Write-In),Claudette N. Joseph,0
Randolph,-,7,State House,7th Norfolk,,All Others,16
Boston,1,15,Governor's Council, 4th,,Total Votes Cast,1
N. Andover,-,4,President,,,No Preference,0
Lowell,5,1,President,,Democratic,"Joseph R. Biden, Jr.",706
Woburn,6,1,U.S. Senate,,Republican,Kevin J. O'Connor,329
Newton,6,3,U.S. House,4th,,Blanks,72
New Bedford,3,C,State House,11th Bristol,Democratic,Christopher Hendricks,506
Stockbridge,-,1,State Senate,"Berkshire, Hampshire, Franklin & Hampden",Democratic,Adam G. Hinds,1083
Boston,12,1,President,,,All Others,3
Billerica,-,10,U.S. House,6th,Democratic,Seth W. Moulton,1109
Everett,1,1,President,,,Total Votes Cast,1136
Acton,-,5,President,,Libertarian,Jo Jorgensen,44
Ashland,-,5,President,,Republican,Donald J. Trump,607
Attleboro,2,A,U.S. Senate,,,Total Votes Cast,2037
Lawrence,D,4,U.S. House,3rd,Democratic,Lori Loureiro Trahan,696
Fitchburg,1,B,President,,,Total Votes Cast,1335
Holyoke,5,A,President,,,Total Votes Cast,1951
Newton,2,3,State Senate,1st Middlesex and Norfolk,,All Others,20
Tyngsborough,-,1,State Senate,1st Middlesex,,All Others,0
Quincy,1,2,President,,Republican,Donald J. Trump,405
Douglas,-,3,Governor's Council, 7th,Democratic,Paul M. Depalo,1188
Worcester,8,5,U.S. House,2nd,,All Others,0
Conway,-,1,State Senate,"Berkshire, Hampshire, Franklin & Hampden",,All Others,3
Boston,3,4,State House,3rd Suffolk,,Blanks,260
Boston,14,5,President,,Democratic,"Joseph R. Biden, Jr.",702
TOTALS,,,State House,37th Middlesex,,All Others,46
Hawley,-,1,U.S. House,1st,,All Others,0
Boston,19,10,U.S. Senate,,,Total Votes Cast,1395
Acton,-,6,President,,Republican,Donald J. Trump,383
Adams,-,3,Governor's Council, 8th,,All Others,0
Springfield,2,C,President,,,No Preference,0
Shutesbury,-,1,President,,,Blanks,9
Williamstown,-,2,U.S. House,1st,,All Others,15
Boston,9,3,State House,9th Suffolk,,Blanks,223
Lynn,1,4,President,,,All Others,9
Boston,2,7,U.S. House,7th,,All Others,31
Douglas,-,1,State Senate,Worcester and Norfolk,Republican,Ryan C. Fattman,1368
Barnstable,-,13,U.S. House,9th,Democratic,Bill Keating,1044
E. Bridgewater,-,1,State Senate,2nd Plymouth and Bristol,,Total Votes Cast,2202
Boston,18,4,State Senate,1st Suffolk,,Total Votes Cast,1239
Conway,-,1,U.S. Senate,,Democratic,Edward J. Markey,987
Weston,-,3,U.S. Senate,,,Blanks,26
Revere,5,2,Governor's Council, 6th,Democratic,Terrence W. Kennedy,395
Wakefield,-,6,President,,Democratic,"Joseph R. Biden, Jr.",1609
Lynn,3,4,State Senate,3rd Essex,,All Others,27
Holliston,-,4,U.S. Senate,,,Blanks,36
Norton,-,2,President,,,No Preference,0
Beverly,6,2,State Senate,2nd Essex,,Total Votes Cast,2312
Winchester,-,6,U.S. Senate,,,Blanks,39
Brookline,-,6,President,,,No Preference,0
Wellesley,-,E,U.S. Senate,,,All Others,4
Westport,-,C,U.S. Senate,,Democratic,Edward J. Markey,912
Millis,-,3,President,,Democratic,"Joseph R. Biden, Jr.",1232
Boston,21,10,U.S. Senate,,,Blanks,19
Northampton,5,A,U.S. House,2nd,,Total Votes Cast,1201
Boston,12,1,U.S. House,7th, (Write-In),Rayla Danella Campbell,0
Gardner,5,B,State Senate,Worcester and Middlesex,,Blanks,38
Gloucester,1,2,President,,Libertarian,Jo Jorgensen,24
W. Springfield,-,7,Governor's Council, 8th,,Blanks,818
Hudson,-,2,U.S. House,3rd,,All Others,13
Pittsfield,4,A,President,,,No Preference,0
Fall River,2,C,U.S. Senate,,,Total Votes Cast,1009
Quincy,2,3,State House,3rd Norfolk,,Blanks,45
Wilmington,-,3,U.S. Senate,,Democratic,Edward J. Markey,1294
Rutland,-,2,State Senate,"Worcester, Hampden, Hampshire and Middlesex",,All Others,4
Fairhaven,-,6,President,,Republican,Donald J. Trump,796
Billerica,-,6,President,,Green-Rainbow,Howard Hawkins,27
Chicopee,9,B,President,,,Total Votes Cast,1842
Swansea,-,4,State Senate,1st Bristol and Plymouth,,All Others,45
Wilmington,-,4,President,,Republican,Donald J. Trump,1127
Chicopee,6,BE,Governor's Council, 8th,,All Others,44
Boston,17,6,President,,,Blanks,1
Middleton,-,1,Governor's Council, 5th,,Blanks,1030
Holliston,-,3,State Senate,2nd Middlesex and Norfolk,,Total Votes Cast,2446
Holyoke,5,A,President,,Republican,Donald J. Trump,783
Somerville,6,3,President,,,Total Votes Cast,1223
Boston,1,4,U.S. Senate,,,Total Votes Cast,895
Lunenburg,-,C,State Senate,Worcester and Middlesex,Republican,Dean Tran,923
Westfield,1,A,State Senate,2nd Hampden and Hampshire,,All Others,10
Springfield,5,G,Governor's Council, 8th,Democratic,Mary E. Hurley,1070
Somerville,4,3,State House,34th Middlesex,Democratic,Christine P. Barber,1700
Arlington,-,11,U.S. Senate,,Republican,Kevin J. O'Connor,294
Foxborough,-,3,U.S. House,4th,,Total Votes Cast,2349
Hudson,-,3,State House,3rd Middlesex,,All Others,12
Randolph,-,12,State Senate,"Norfolk, Bristol and Plymouth",,Total Votes Cast,1714
Boston,20,7,U.S. House,8th,,Total Votes Cast,894
Winchester,-,5,U.S. Senate,,,Total Votes Cast,1821
Northampton,6,B,Governor's Council, 8th,,All Others,6
Northampton,3,A,U.S. Senate,,,Blanks,31
Hingham,-,5A,State House,3rd Plymouth,Democratic,Joan Meschino,830
Malden,4,1,U.S. Senate,,,Total Votes Cast,1339
Boston,21,3,President,,,Blanks,2
Cambridge,2,1,U.S. Senate,,Republican,Kevin J. O'Connor,97
Springfield,8,D,State House,9th Hampden,,Blanks,60
Lynnfield,-,3,U.S. Senate,,,Total Votes Cast,1926
Holden,-,4,President,,,No Preference,0
Taunton,8,B,State House,3rd Bristol,,Blanks,0
Holliston,-,3,U.S. House,5th,Democratic,Katherine M. Clark,1669
Boston,2,4,Governor's Council, 6th,Democratic,Terrence W. Kennedy,967
Boston,11,9,President,,,All Others,2
Shrewsbury,-,3,U.S. Senate,,,Total Votes Cast,1721
Springfield,8,D,U.S. Senate,,,Blanks,37
Berlin,-,1,U.S. House,3rd,Democratic,Lori Loureiro Trahan,1638
Melrose,7,1,U.S. House,5th,Democratic,Katherine M. Clark,898
Boston,10,5,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",63
Boston,5,8,Governor's Council, 3rd,,All Others,19
Bourne,-,3,President,,,Total Votes Cast,1219
Saugus,-,3,President,,Libertarian,Jo Jorgensen,15
Westford,-,5,State House,2nd Middlesex,,Total Votes Cast,2478
Medford,1,2,U.S. House,5th,Democratic,Katherine M. Clark,1423
Groton,-,3,State House,1st Middlesex,,Total Votes Cast,2374
Westborough,-,3,Governor's Council, 3rd,Democratic,Marilyn Petitto Devaney,1635
Quincy,6,1,State Senate,Norfolk and Plymouth,,All Others,4
Boston,3,8,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",570
Milford,-,6,U.S. House,4th,Republican,Julie A. Hall,731
Aquinnah,-,1,State House,"Barnstable, Dukes and Nantucket",,Blanks,56
Boston,9,2,U.S. Senate,,,All Others,2
TOTALS,,,State House,6th Middlesex,,Blanks,5035
Palmer,-,4,President,,,All Others,4
Taunton,1,A,State House,3rd Bristol,Democratic,Carol A. Doherty,874
Cambridge,4,2,State Senate,Middlesex and Suffolk,,All Others,6
Lynnfield,-,1,President,,,No Preference,0
N. Adams,4,4,President,,,All Others,0
TOTALS,,,Governor's Council, 7th,,Total Votes Cast,449301
Boston,18,17,State House,14th Suffolk,,All Others,21
Chelsea,1,2,President,,Libertarian,Jo Jorgensen,3
Winchester,-,7,U.S. Senate,,,Blanks,45
Weymouth,-,15,U.S. Senate,,Republican,Kevin J. O'Connor,835
Methuen,-,11,President,,,All Others,13
Boston,16,1,President,,Republican,Donald J. Trump,218
Savoy,-,1,Governor's Council, 8th,,Blanks,130
Saugus,-,10,President,,Libertarian,Jo Jorgensen,15
Dedham,-,5,U.S. House,8th,Democratic,Stephen F. Lynch,1759
Agawam,-,6,State Senate,2nd Hampden and Hampshire,Republican,John Francis Cain,152
Boston,20,13,U.S. Senate,,Democratic,Edward J. Markey,556
Boston,5,3,U.S. Senate,,Democratic,Edward J. Markey,1056
